10.652145833,317.011,0.394729167,0,1
11.093333333,352.801,0.342500000,0,2
11.534520833,394.912,0.278645833,0,3
12.213687500,416.219,0.969437500,0,4
13.299229167,393.597,0.423770833,0,5
13.728791667,351.996,0.841729167,0,6
14.675020833,331.405,0.795291667,0,7
15.476104167,351.087,1.962083333,0,8
23.022583333,314.176,0.336687500,0,9
23.365083333,352.799,0.470208333,0,10
23.841083333,396.662,0.325083333,0,11
24.375145833,418.62,1.126166667,0,12
25.652250000,394.777,0.371520833,0,13
26.122458333,351.175,0.772062500,0,14
26.987395833,333.717,0.818500000,0,15
27.811708333,354.759,1.428020833,0,16
29.646083333,178.639,0.719812500,0,17
30.580687500,195.706,0.719812500,0,18
31.434020833,208.65,2.681895833,0,19
34.301687500,197.509,2.676104167,0,20
38.748291667,261.496,0.500687500,0,21
39.248979167,264.108,0.587750000,0,22
39.836729167,265.68,0.403437500,0,23
40.409979167,263.776,1.130541667,0,24
41.714645833,264.898,0.412145833,0,25
42.329979167,267.17,1.271291667,0,26
43.607083333,297.511,0.563083333,0,27
44.175958333,233.672,1.184208333,0,28
45.929062500,208.939,0.725645833,0,29
46.759187500,212.021,0.631291667,0,30
47.390479167,207.702,0.372979167,0,31
47.972416667,264.718,0.940416667,0,32
48.918645833,298.262,0.313479167,0,33
49.243729167,318.64,0.371520833,0,34
49.673291667,312.559,0.644375000,0,35
50.323437500,232.077,0.609520833,0,36
51.066479167,261.885,0.580500000,0,37
51.652791667,209.348,1.085541667,0,38
54.218604167,262.451,2.078208333,0,39
56.383854167,207.891,2.414875000,0,40
58.972875000,313.114,2.896687500,0,41
61.904395833,296.715,2.507750000,0,42
65.892416667,313.282,0.597916667,0,43
66.501958333,317.301,0.545666667,0,44
67.192750000,312.587,0.580500000,0,45
67.773250000,311.519,1.161000000,0,46
69.195458333,313.94,0.470208333,0,47
69.880458333,318.506,1.137770833,0,48
71.134333333,299.033,0.557270833,0,49
71.709020833,238.825,0.696604167,0,50
72.411437500,267.517,0.690791667,0,51
73.705937500,193.133,0.243812500,0,52
74.263229167,195.543,0.628395833,0,53
74.891604167,197.271,0.404895833,0,54
75.679645833,317.257,1.178416667,0,55
76.875458333,313.597,0.481812500,0,56
77.484979167,265.91,0.551479167,0,57
78.042270833,299.606,0.522458333,0,58
78.698229167,264.994,0.580500000,0,59
79.284541667,210.846,0.754645833,0,60
80.044979167,236.728,0.667583333,0,61
82.459854167,315.948,2.583229167,0,62
85.048895833,263.349,2.223312500,0,63
88.166166667,261.679,3.546854167,0,64
91.800083333,209.141,3.006979167,0,65
94.812875000,263.572,3.500416667,0,66
