12.167250000,178.468,1.544125000,0,1
13.752020833,210.007,1.190020833,0,2
15.400625000,178.541,0.725625000,0,3
16.195916667,156.967,0.446979167,0,4
16.938958333,210.259,0.818500000,0,5
17.763270833,238.242,0.812708333,0,6
18.581770833,268.22,0.754645833,0,7
19.400270833,178.275,0.325104167,0,8
19.795020833,197.626,0.760479167,0,9
20.619312500,210,0.359916667,0,10g
21.025666667,195,0.185750000,0,11g
21.443625000,210,0.754645833,0,12g
22.267937500,196.801,0.162541667,0,13g
22.443541667,176,0.159645833,0,14g
22.668479167,154.875,0.661791667,0,15
24.328708333,314.206,1.660229167,0,16
26.070208333,354.219,0.795291667,0,17
26.964166667,234.744,0.452791667,0,18
27.422770833,315.255,0.731437500,0,19
28.165812500,262.215,0.377333333,0,20
28.583770833,278.655,0.574687500,0,21
29.164270833,262.264,0.226395833,0,22
29.445812500,207,0.232208333,0,23g
29.831833333,176.834,0.406354167,0,24
30.244000000,207.678,0.417958333,0,25
30.667750000,237.878,0.394729167,0,26
31.068291667,267.512,0.487625000,0,27
31.619770833,314.164,0.684979167,0,28
32.310562500,293.931,0.197375000,0,29
32.513750000,267.749,0.290250000,0,30
32.809791667,314.946,0.667583333,0,31
34.173958333,233.886,0.586312500,0,32
34.766083333,261.865,0.232208333,0,33
35.004083333,297.132,0.452791667,0,34
35.462666667,314.519,0.812708333,0,35
36.809437500,209.757,0.435375000,0,36
38.086520833,261.936,0.818500000,0,39
38.973250000,211,0.304770833,0,40g
39.729333333,277.703,0.893958333,0,41
42.049895833,234,0.210437500,0,45g
42.369166667,209,0.116104167,0,46g
42.507020833,179,0.478916667,0,47g
44.988666667,154.862,0.371520833,0,48
45.365979167,176.562,0.168354167,0,51x
45.540145833,201.063,0.220583333,0,53x
45.997270833,227.633,0.261229167,0,53x
46.434104167,203.579,0.491979167,0,54
46.926083333,198.714,0.465854167,0,55
47.920187500,265.692,3.163729167,0,56
51.467020833,174.794,0.830145833,0,57
52.523541667,207.98,1.034729167,0,58
54.090875000,207.84,0.812708333,0,59
54.973250000,208.473,0.632750000,0,60
55.611791667,235.232,0.226395833,0,61
55.844000000,263.727,0.446979167,0,62
56.296770833,277.481,0.859145833,0,63
57.161729167,236.358,0.487625000,0,64
57.655145833,262.329,0.946208333,0,65
58.618770833,234.391,3.552645833,0,66
65.880812500,206.369,0.731437500,0,67
66.966354167,197.731,0.785125000,0,68
68.057687500,216.111,0.168354167,0,69
68.231833333,178.309,0.348291667,0,70
68.696229167,197.285,0.574687500,0,71
69.311562500,175.381,0.847541667,0,72
71.742395833,215.716,0.464395833,0,73
72.318541667,233.416,0.325083333,0,74
72.649437500,200.075,0.238000000,0,75
73.092062500,213,0.558729167,0,76g
73.658041667,177,0.377333333,0,77g
74.078916667,197,0.239458333,0,78g
74.901770833,174.237,0.446979167,0,79
75.418416667,265.932,0.441187500,0,80
75.865395833,310.667,0.232208333,0,81
76.103395833,284.915,0.179958333,0,82
76.289166667,262.216,0.214791667,0,83
76.509750000,233.557,0.238000000,0,84
76.770979167,213,0.442625000,0,85g
77.246979167,232.107,0.388937500,0,86
77.641729167,262.154,1.578958333,0,87
82.285708333,176.678,0.853333333,0,88
83.144854167,155.123,0.563083333,0,89
84.085270833,204.973,0.847520833,0,90
85.043083333,236.119,0.417958333,0,91
85.466854167,262.587,0.888166667,0,92
86.360812500,227.57,0.214791667,0,93
86.581395833,206.678,0.255416667,0,94
86.842625000,194.432,0.899770833,0,95
87.748208333,175.361,0.435375000,0,96
88.189395833,205.787,0.940416667,0,97
89.135604167,176.693,0.446979167,0,98
89.588395833,208.456,0.696604167,0,99
90.290791667,231.849,0.145125000,0,100
90.552020833,262.475,0.319270833,0,101
90.975791667,172.659,0.342500000,0,102
91.411166667,207.425,0.667583333,0,103
92.084541667,229.977,0.174145833,0,104
92.914645833,205.079,0.359916667,0,106
93.297770833,258.943,0.690791667,0,107
93.994375000,291.876,0.139312500,0,108
94.238187500,316.5,0.371520833,0,109
94.696770833,261.676,0.458604167,0,110
95.207625000,309.843,0.615333333,0,111
95.828750000,287.351,0.307666667,0,112
96.142229167,259.743,0.238000000,0,113
96.386041667,229.418,0.185750000,0,114
96.577604167,203.732,0.789479167,0,115
97.547020833,197.045,0.412145833,0,116
97.964979167,174.082,1.033291667,0,117
99.004083333,155.039,1.433833333,0,118
100.443729167,174.493,0.406354167,0,119
100.855875000,195.836,1.036187500,0,120
101.892062500,203.377,0.275729167,0,121
102.736687500,193.466,0.541312500,0,122
103.278000000,203.133,0.399083333,0,123
103.793187500,172.004,0.371520833,0,124
104.170520833,204.699,0.507937500,0,125
104.678458333,195.558,0.415062500,0,126
105.099312500,173.461,0.853333333,0,127
105.984583333,155,0.391833333,0,128g
106.498312500,174.657,3.668750000,0,129
111.658958333,152,0.297500000,0,130g
112.253958333,154,0.166895833,0,131g
113.197270833,154.623,0.563083333,0,133
113.818416667,176.322,0.179958333,0,134
114.068020833,193.945,0.789479167,0,135
117.144666667,197.095,0.946208333,0,136
118.096687500,176.354,0.330875000,0,137
118.590104167,197.19,0.435375000,0,138
119.118375000,159.095,0.127708333,0,139
119.460854167,145.018,0.923000000,0,140
121.454875000,175.895,0.641479167,0,141
122.374958333,262.271,10.060062500,0,142
