2.345208333,131.999,0.847520833,0,1
3.215958333,146.202,0.249604167,0,2
3.471375000,162.697,0.534062500,0,3
4.011250000,176.663,0.574687500,0,4
4.591750000,196.776,1.613791667,0,5
6.397104167,220.972,0.551479167,0,6
6.954375000,196.078,0.568895833,0,7
7.529062500,166.543,1.166812500,0,8
8.701687500,177.021,0.574687500,0,9
9.282166667,196.241,1.102937500,0,10
10.408354167,133.108,1.091333333,0,11
12.109208333,124.085,0.597916667,0,12
12.712916667,133.354,0.592104167,0,13
13.310833333,168.984,0.545666667,0,14
13.862312500,148.265,1.155187500,0,15
15.023312500,132.234,1.056500000,0,16
16.631291667,176.781,0.597916667,0,17
17.235020833,167.713,0.487625000,0,18
17.728437500,133.173,0.603729167,0,19
18.337958333,148.175,1.108750000,0,20
19.452520833,165.865,1.039083333,0,21
21.077916667,217.166,0.464395833,0,22
21.652604167,195.436,0.528250000,0,23
22.186666667,165.596,0.568895833,0,24
22.761354167,175.101,1.050708333,0,25
23.864312500,196.963,1.114562500,0,26
25.408437500,264.85,0.673375000,0,27
26.087625000,247.265,0.505041667,0,28
26.598458333,196.103,0.545666667,0,29
27.149937500,221.99,1.085541667,0,30
28.241270833,195.629,0.568895833,0,31
28.815958333,165.526,0.579041667,0,32
29.395020833,178.227,0.261229167,0,33
29.656229167,166.087,0.448437500,0,34
30.110479167,148.709,0.150937500,0,35
30.267208333,132.057,0.301854167,0,36
30.574875000,123.792,0.522458333,0,37
31.103125000,132,0.626937500,0,38
31.735875000,149.448,1.207437500,0,39
32.989750000,132.908,2.507750000,0,40
36.228937500,132.407,0.847520833,0,41
37.117104167,131.631,0.835916667,0,42
37.958812500,123.967,0.725625000,0,43
38.719270833,132.208,0.621125000,0,44
39.363625000,153.463,0.127708333,0,45
39.497145833,166.216,0.412145833,0,46
39.915104167,176.461,0.371520833,0,47
40.292416667,146.625,0.760458333,0,48
41.058687500,132.695,1.201625000,0,49
42.266125000,174.985,0.429562500,0,50
43.061395833,193.437,0.377333333,0,51
43.444541667,220.695,0.847520833,0,52
44.297875000,252.167,0.400541667,0,53
44.698416667,262.354,0.795291667,0,54
45.522729167,175.049,0.795291667,0,55
46.370250000,126.988,0.388937500,0,56
46.764979167,145.481,0.412145833,0,57
47.182937500,130.374,0.417958333,0,58
47.641541667,176.443,0.789479167,0,59
48.436833333,221.247,0.400541667,0,60
48.843166667,195.889,0.899770833,0,61
49.777770833,176.042,2.496145833,0,62
52.947291667,175.599,0.568895833,0,63
53.522000000,165.474,0.406354167,0,64
53.934145833,147.027,0.841729167,0,65
54.781687500,132.433,0.406354167,0,66
55.193833333,149.065,0.417958333,0,67
55.617604167,178.048,0.400541667,0,68
56.023937500,165.702,0.429562500,0,69
56.459312500,219.956,0.853333333,0,70
57.318458333,195.604,0.417958333,0,71
57.742229167,165.991,0.417958333,0,72
58.165979167,175.829,0.417958333,0,73
58.589750000,198.165,0.557270833,0,74
59.472104167,133.065,0.394729167,0,75
59.872645833,165.176,0.429562500,0,76
60.308020833,146.867,0.789479167,0,77
61.103312500,129.972,0.406354167,0,78
61.561895833,175.864,0.406354167,0,79
61.974062500,146.719,0.412145833,0,80
62.392020833,166.27,0.464395833,0,81
62.862229167,175.166,0.342500000,0,82
63.210520833,197.533,0.394729167,0,83
64.121895833,131.124,0.864937500,0,84
64.992645833,166.033,0.522458333,0,85
65.845979167,175.799,0.394729167,0,86
66.246520833,198.366,0.435375000,0,87
66.687708333,221.076,0.824312500,0,88
67.517833333,195.87,0.446979167,0,89
67.970604167,263.687,0.853333333,0,90
68.829750000,249.416,0.371520833,0,91
69.207083333,220.375,0.278645833,0,92
69.491520833,260.516,0.417958333,0,93
69.915291667,243.039,0.208979167,0,94
70.130062500,195.297,0.417958333,0,95
70.553833333,177.236,0.441187500,0,96
71.000812500,198.503,0.853333333,0,97
71.859958333,218.661,0.238000000,0,98
72.103770833,194.075,0.117541667,0,99
72.221333333,180.48,0.282979167,0,100
72.504312500,165.948,0.203166667,0,101
72.707479167,174.594,0.574687500,0,102
73.287979167,147.481,1.387395833,0,103
74.843729167,132.096,2.734145833,0,104
