1.282902494,268.287,1.118911565
2.401814059,268.454,0.901224490
3.308843537,254.136,0.290249433
3.604897959,222.34,0.330884354
3.941587302,199.138,0.226394558
4.255056689,200.906,0.388934240
4.864580499,179.622,0.574693878
5.445079365,168.59,0.592108844
6.042993197,152.152,1.137777778
7.186575964,166.923,0.603718821
7.796099773,177.767,0.499229025
8.301133787,168.66,0.632743764
8.939682540,136.263,0.551473923
9.491156463,150.876,1.213242630
10.710204082,168.025,1.120362812
11.836371882,179.116,0.621133787
12.463310658,169.891,0.911383220
13.380498866,151.504,0.139319728
13.722993197,151.299,1.242267574
14.965283447,135.735,0.551451247
15.522539683,151.263,0.580498866
16.108843537,169.645,0.580498866
16.695147392,180.833,0.446984127
17.937414966,150.923,0.586303855
18.541133787,180.525,0.470204082
19.121632653,200.233,0.632743764
19.760181406,226.194,0.545668934
20.311655329,253.242,0.609523810
20.926984127,199.936,0.563083900
21.495873016,224.883,0.319274376
21.832562358,178.447,0.567437642
22.400000000,170.873,0.326530612
22.732335601,201.806,0.499229025
23.910748299,169.023,0.299818594
24.210566893,179.519,0.193605442
24.514467120,198.156,0.928798186
25.449070295,178.079,0.301859410
25.756734694,167.625,0.557278912
26.319818594,151.463,0.586303855
26.911927438,168.214,0.597913832
27.515646259,176.723,1.288707483
28.810158730,197.931,0.551473923
29.367437642,166.969,0.600816327
29.968253968,176.449,0.571791383
30.545850340,149.532,1.201632653
31.753287982,138.451,0.493424036
32.403446712,150.291,1.010068027
34.586122449,300.016,2.513560091
37.105487528,251.787,0.684988662
37.796281179,198.626,0.586303855
38.423219955,300.715,0.545668934
38.974693878,266.976,0.563083900
39.543582766,225.707,1.190022676
40.739410431,200.129,0.911383220
41.656598639,174.113,0.342494331
42.004897959,225.193,0.313469388
42.666666667,251.015,0.493424036
43.165895692,222.511,0.342494331
43.525804989,301.492,0.423764172
43.955374150,265.786,0.168344671
44.129523810,302.314,0.284444444
44.419773243,339.417,0.284444444
44.710022676,259.093,0.319274376
45.035102041,282.717,0.243809524
45.284716553,247.034,0.168344671
45.458866213,277.114,0.168344671
45.633015873,304.314,0.574693878
46.805623583,268.968,0.330884354
47.142312925,225.07,0.371519274
47.519637188,250.87,0.888163265
48.413605442,267.151,0.304761905
48.718367347,253.972,0.240907029
48.965079365,223.468,0.406349206
49.377233560,267.901,0.580498866
49.963537415,199.813,0.359909297
50.329251701,221.77,0.644353741
50.979410431,250.628,0.348299320
51.333514739,268.721,0.412154195
51.751473923,248.648,0.127709751
51.884988662,222.433,0.301859410
52.192653061,193.114,0.121904762
52.552562358,198.327,0.889614512
53.442176871,186.841,0.149478458
53.771609977,188.113,0.272834467
54.050249433,167.936,0.359909297
54.415963719,199.032,0.516643991
55.611791383,251.882,1.381587302
56.999183673,222.695,1.039092971
58.258866213,300.124,1.248072562
59.512743764,251.296,0.609523810
60.128072562,267.308,0.568888889
60.702766440,296.834,0.336689342
61.045260771,253.052,0.597913832
61.648979592,222.637,0.348299320
62.003083900,267.861,0.342494331
62.795464853,136.908,0.689342404
63.494965986,151.242,2.467120181
65.967891156,167.762,2.165260771
68.156371882,135.305,1.114557823
69.514739229,134.971,2.722539683
