5.619229025,404.204,2.641269841
8.266303855,341.878,0.934603175
9.206712018,358.709,1.242267574
10.454784580,340.662,0.417596372
10.872380952,339.186,0.940770975
11.818956916,452.449,1.294512472
13.119274376,403.875,0.651133787
13.770408163,402.753,1.299342404
15.075555556,380.826,0.385736961
15.461292517,378.734,0.374716553
15.841814059,341.512,0.481814059
16.329433107,406.754,0.864943311
17.200181406,337.631,0.679183673
18.105759637,359.669,0.359909297
18.964897959,343.772,0.394739229
19.365442177,299.102,0.719818594
20.091065760,268.437,0.252789116
20.343854875,268.817,0.792108844
21.141768707,254.733,0.493424036
21.640997732,269.004,1.689251701
24.299682540,338.325,1.317732426
25.623219955,363.367,0.429569161
26.058594104,407.497,0.888163265
27.028027211,461.636,0.400544218
27.434376417,402.433,0.667573696
28.107755102,360.572,0.121904762
28.235464853,333.449,0.435374150
28.676122449,300.095,3.335306122
32.531156463,334.878,2.618049887
35.236281179,357.723,1.776326531
37.093877551,359.131,0.354104308
37.958820862,405.753,0.638548753
38.603174603,362.267,0.145124717
38.754104308,337.672,0.446984127
39.206893424,268.421,0.487619048
39.700317460,303.27,0.946213152
40.652335601,337.075,0.493424036
41.592743764,358.625,0.406349206
42.004897959,333.988,0.446984127
42.457687075,267.021,0.911383220
43.403900227,301.276,1.021678005
45.203446712,301.323,0.388934240
45.598185941,335.93,0.348299320
46.039365079,357.611,1.306122449
47.351292517,399.908,0.464399093
47.821496599,449.407,0.864943311
48.692244898,506.718,0.917188209
49.615238095,541.423,0.435374150
50.056417234,442.383,0.458594104
50.520816327,502.301,0.888163265
51.414784580,443.544,0.940408163
52.360997732,400.847,0.269773243
52.630770975,401.906,1.076984127
53.713560091,379.081,0.423764172
54.230204082,401.641,0.777868481
55.553741497,339.082,1.062312925
56.621859410,273.221,0.452789116
57.080453515,339.964,0.673605442
57.754058957,361.064,0.231972789
57.991836735,300.656,0.481814059
58.920634921,336.564,0.452789116
59.379229025,269.263,0.479931973
59.859160998,267.352,0.274399093
60.133560091,250.734,0.233401361
60.366961451,270.2,0.411269841
60.784036281,302.103,0.464399093
61.254240363,252.648,0.481814059
61.741859410,267.456,0.476009070
62.711292517,404.347,0.696598639
63.413696145,357.276,0.179954649
63.599455782,405.065,0.435374150
64.040634921,455.114,0.464399093
64.510839002,357.997,0.922993197
65.497687075,340.286,0.992653061
71.203990930,335.594,1.828571429
73.038367347,359.967,0.464399093
73.508571429,305.912,0.429569161
74.007800454,335.797,0.981043084
75.023673469,357.672,0.412154195
75.441632653,300.772,0.981043084
76.428480726,284.007,0.539863946
76.974149660,299.502,0.911383220
78.367346939,336.402,0.446984127
78.820136054,359.447,0.452789116
79.278730159,396.752,0.452789116
79.737324263,335.149,0.981043084
80.724172336,300.69,0.963628118
81.734240363,451.587,0.981043084
82.721088435,398.271,0.661768707
83.388662132,353.426,0.261224490
83.655691610,296.363,0.481814059
84.630929705,272.669,0.464399093
85.101133787,305.003,0.493424036
85.600362812,356.367,0.441179138
