note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,113.0,1.0,55.0,2.0,3.0,0.0
2,113.0,3.0,55.0,1.0,3.0,8.0
3,114.0,2.0,60.0,1.5,3.0,16.0
4,114.0,3.5,59.0,0.5,3.0,22.0
5,115.0,1.0,57.0,1.0,3.0,24.0
6,115.0,2.0,55.0,1.0,3.0,28.0
7,115.0,3.0,57.0,1.0,3.0,32.0
8,116.0,1.0,55.0,2.0,3.0,36.0
9,116.0,3.0,53.0,1.0,3.0,44.0
10,117.0,1.0,55.0,1.0,3.0,48.0
11,117.0,2.0,57.0,0.5,3.0,52.0
12,117.0,2.5,57.0,1.0,3.0,54.0
13,117.0,3.5,55.0,0.5,3.0,58.0
14,118.0,1.0,57.0,3.0,3.0,60.0
15,119.0,2.0,55.0,1.0,3.0,76.0
16,119.0,3.0,54.0,1.0,3.0,80.0
17,120.0,1.0,55.0,1.0,3.0,84.0
18,120.0,2.0,57.0,2.0,3.0,88.0
19,121.0,1.0,57.0,1.5,3.0,96.0
20,121.0,2.5,60.0,0.5,3.0,102.0
21,121.0,3.0,59.0,0.5,3.0,104.0
22,121.0,3.5,57.0,0.5,3.0,106.0
23,122.0,1.0,60.0,1.0,3.0,108.0
24,122.0,2.0,62.0,1.5,3.0,112.0
25,122.0,3.5,60.0,0.5,3.0,118.0
26,123.0,1.0,60.0,1.5,3.0,120.0
27,123.0,2.5,59.0,0.5,3.0,126.0
28,123.0,3.0,59.0,0.5,3.0,128.0
29,123.0,3.5,57.0,0.5,3.0,130.0
30,124.0,1.0,60.0,3.0,3.0,132.0
31,138.0,1.0,57.0,2.0,3.0,300.0
32,138.0,3.0,59.0,1.0,3.0,308.0
33,139.0,1.0,60.0,1.0,3.0,312.0
34,139.0,2.0,57.0,2.0,3.0,316.0
35,140.0,1.0,57.0,1.0,3.0,324.0
36,140.0,2.0,55.0,2.0,3.0,328.0
37,141.0,1.0,53.0,1.0,3.0,336.0
38,141.0,2.0,55.0,0.5,3.0,340.0
39,141.0,2.5,55.0,1.0,3.0,342.0
40,141.0,3.5,54.0,0.5,3.0,346.0
41,142.0,1.0,55.0,2.0,3.0,348.0
42,142.0,3.0,55.0,1.0,3.0,356.0
43,143.0,1.0,55.0,1.0,3.0,360.0
44,143.0,2.0,57.0,2.0,3.0,364.0
45,144.0,1.0,53.0,1.0,3.0,372.0
46,144.0,2.0,52.0,2.0,3.0,376.0
47,145.0,1.0,50.0,2.0,3.0,384.0
48,145.0,3.0,53.0,1.0,3.0,392.0
49,146.0,1.0,55.0,1.0,3.0,396.0
50,146.0,2.0,57.0,1.0,3.0,400.0
51,146.0,3.0,57.0,1.0,3.0,404.0
52,147.0,1.0,55.0,1.5,3.0,408.0
53,147.0,2.5,55.0,0.5,3.0,414.0
54,147.0,3.0,55.0,1.0,3.0,416.0
55,148.0,1.0,53.0,0.5,3.0,420.0
56,148.0,1.5,52.0,0.75,3.0,422.0
57,148.0,2.25,50.0,0.25,3.0,425.0
58,148.0,2.5,50.0,1.0,3.0,426.0
59,148.0,3.5,48.0,0.5,3.0,430.0
60,149.0,1.0,50.0,2.0,3.0,432.0
61,150.0,1.0,53.0,3.0,3.0,444.0
62,151.0,1.0,53.0,3.0,3.0,456.0
63,152.0,1.0,55.0,3.0,3.0,468.0
64,154.0,1.0,55.0,3.0,3.0,492.0
65,156.0,1.0,55.0,3.0,3.0,516.0
