note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,5.0,1.0,55.0,3.0,12.0,48.0
2,6.0,1.0,60.0,3.0,12.0,60.0
3,7.0,1.0,60.0,3.0,12.0,72.0
4,8.0,1.0,59.0,3.0,12.0,84.0
5,9.0,1.0,57.0,2.0,12.0,96.0
6,9.0,3.0,55.0,1.0,12.0,104.0
7,10.0,1.0,57.0,1.0,12.0,108.0
8,10.0,2.0,59.0,2.0,12.0,112.0
9,11.0,1.0,57.0,3.0,12.0,120.0
10,12.0,1.0,55.0,2.0,12.0,132.0
11,12.0,3.0,53.0,1.0,12.0,140.0
12,13.0,1.0,55.0,1.0,12.0,144.0
13,13.0,2.0,57.0,2.0,12.0,148.0
14,14.0,1.0,55.0,1.0,12.0,156.0
15,14.0,2.0,55.0,2.0,12.0,160.0
16,35.0,1.0,55.0,3.0,12.0,408.0
17,36.0,2.0,52.0,1.0,12.0,424.0
18,36.0,3.0,53.0,1.0,12.0,428.0
19,37.0,1.0,55.0,2.0,12.0,432.0
20,37.0,3.0,55.0,1.0,12.0,440.0
21,38.0,1.0,53.0,0.5,12.0,444.0
22,38.0,1.5,52.0,0.75,12.0,446.0
23,38.0,2.25,50.0,0.25,12.0,449.0
24,38.0,2.5,50.0,0.5,12.0,450.0
25,38.0,3.0,52.0,0.5,12.0,452.0
26,38.0,3.5,48.0,0.5,12.0,454.0
27,39.0,1.0,50.0,2.0,12.0,456.0
28,40.0,1.0,50.0,2.0,12.0,468.0
29,40.0,3.0,52.0,1.0,12.0,476.0
30,41.0,2.0,53.0,2.0,12.0,484.0
31,42.0,1.0,55.0,3.0,12.0,492.0
32,43.0,1.0,57.0,3.0,12.0,504.0
33,44.0,1.0,57.0,1.0,12.0,516.0
34,44.0,2.0,53.0,0.5,12.0,520.0
35,44.0,2.5,55.0,0.5,12.0,522.0
36,44.0,3.0,57.0,1.0,12.0,524.0
37,45.0,1.5,60.0,0.5,12.0,530.0
38,45.0,2.0,59.0,0.5,12.0,532.0
39,45.0,2.5,55.0,0.5,12.0,534.0
40,45.0,3.0,57.0,1.0,12.0,536.0
41,46.0,1.0,55.0,3.0,12.0,540.0
42,47.0,1.0,55.0,3.0,12.0,552.0
