note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,97.0,1.0,64.0,2.0,8.0,0.0
2,99.0,1.0,64.0,2.0,8.0,16.0
3,100.0,1.0,62.0,1.0,8.0,24.0
4,100.0,2.0,60.0,1.0,8.0,28.0
5,101.0,1.0,62.0,1.0,8.0,32.0
6,101.0,2.0,65.0,1.0,8.0,36.0
7,102.0,1.0,64.0,1.0,8.0,40.0
8,102.0,2.0,62.0,0.75,8.0,44.0
9,102.0,2.75,60.0,0.25,8.0,47.0
10,103.0,1.0,64.0,2.0,8.0,48.0
11,104.0,1.0,62.0,2.0,8.0,56.0
12,105.0,1.0,60.0,2.0,8.0,64.0
13,106.0,1.0,62.0,1.0,8.0,72.0
14,106.0,2.0,64.0,1.0,8.0,76.0
15,107.0,1.0,60.0,1.0,8.0,80.0
16,107.0,2.0,62.0,1.0,8.0,84.0
17,108.0,2.0,57.0,1.0,8.0,92.0
18,109.0,1.0,59.0,1.5,8.0,96.0
19,109.0,2.5,60.0,0.5,8.0,102.0
20,110.0,1.0,57.0,2.0,8.0,104.0
21,111.0,1.0,69.0,2.0,8.0,112.0
22,112.0,1.0,67.0,1.0,8.0,120.0
23,112.0,2.0,65.0,1.0,8.0,124.0
24,113.0,1.0,62.0,1.0,8.0,128.0
25,113.0,2.0,64.0,1.0,8.0,132.0
26,114.0,1.0,65.0,1.5,8.0,136.0
27,114.0,2.5,67.0,0.5,8.0,142.0
28,115.0,1.0,64.0,2.0,8.0,144.0
29,116.0,2.0,60.0,1.0,8.0,156.0
30,117.0,1.0,62.0,1.0,8.0,160.0
31,117.0,2.0,64.0,0.5,8.0,164.0
32,117.0,2.5,67.0,0.5,8.0,166.0
33,118.0,1.5,65.0,0.5,8.0,170.0
34,118.0,2.0,64.0,1.0,8.0,172.0
35,119.0,1.0,62.0,2.0,8.0,176.0
36,120.0,1.0,64.0,1.5,8.0,184.0
37,120.0,2.5,65.0,0.5,8.0,190.0
38,121.0,1.0,62.0,2.0,8.0,192.0
39,122.0,2.0,57.0,1.0,8.0,204.0
40,123.0,1.0,59.0,1.0,8.0,208.0
41,123.0,2.0,60.0,0.5,8.0,212.0
42,123.0,2.5,62.0,0.5,8.0,214.0
43,124.0,1.5,60.0,0.5,8.0,218.0
44,124.0,2.0,57.0,1.0,8.0,220.0
45,125.0,1.0,59.0,1.0,8.0,224.0
46,125.0,2.0,55.0,1.0,8.0,228.0
47,126.0,2.0,59.0,0.5,8.0,236.0
48,126.0,2.5,60.0,0.5,8.0,238.0
49,127.0,1.0,62.0,0.5,8.0,240.0
50,127.0,1.5,64.0,0.5,8.0,242.0
51,127.0,2.0,62.0,0.5,8.0,244.0
52,127.0,2.5,67.0,0.5,8.0,246.0
53,128.0,1.5,65.0,0.5,8.0,250.0
54,128.0,2.0,64.0,0.5,8.0,252.0
55,128.0,2.5,62.0,0.5,8.0,254.0
56,129.0,1.0,64.0,1.0,8.0,256.0
57,129.0,2.0,65.0,0.5,8.0,260.0
58,129.0,2.5,62.0,0.5,8.0,262.0
59,130.0,1.0,64.0,0.5,8.0,264.0
60,130.0,1.5,61.0,1.0,8.0,266.0
61,130.0,2.5,59.0,0.5,8.0,270.0
62,131.0,1.0,62.0,2.0,8.0,272.0
63,141.0,1.0,59.0,1.5,8.0,352.0
64,141.0,2.5,60.0,0.5,8.0,358.0
65,142.0,1.0,62.0,1.0,8.0,360.0
66,142.0,2.0,67.0,1.0,8.0,364.0
67,143.0,1.0,65.0,1.0,8.0,368.0
68,143.0,2.0,69.0,1.0,8.0,372.0
69,144.0,1.5,67.0,0.5,8.0,378.0
70,144.0,2.0,65.0,1.0,8.0,380.0
71,145.0,1.0,64.0,0.5,8.0,384.0
72,145.0,1.5,67.0,1.0,8.0,386.0
73,145.0,2.5,65.0,0.5,8.0,390.0
74,146.0,1.0,62.0,1.0,8.0,392.0
75,146.0,2.0,64.0,1.0,8.0,396.0
76,147.0,1.5,60.0,0.5,8.0,402.0
77,147.0,2.0,60.0,1.0,8.0,404.0
78,148.0,1.5,59.0,0.5,8.0,410.0
79,148.0,2.0,59.0,0.5,8.0,412.0
80,148.0,2.5,57.0,0.5,8.0,414.0
81,149.0,1.0,60.0,2.0,8.0,416.0
