note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,113.0,1.0,48.0,3.0,12.0,0.0
2,114.0,3.0,48.0,1.0,12.0,20.0
3,115.0,1.0,50.0,1.0,12.0,24.0
4,115.0,2.0,52.0,1.0,12.0,28.0
5,115.0,3.0,53.0,1.0,12.0,32.0
6,116.0,1.0,55.0,0.5,12.0,36.0
7,116.0,1.5,52.0,1.0,12.0,38.0
8,116.0,2.5,48.0,0.5,12.0,42.0
9,116.0,3.0,50.0,1.0,12.0,44.0
10,117.0,1.0,48.0,1.0,12.0,48.0
11,117.0,2.0,45.0,1.0,12.0,52.0
12,117.0,3.0,46.0,1.0,12.0,56.0
13,118.0,1.0,45.0,2.0,12.0,60.0
14,118.0,3.0,50.0,1.0,12.0,68.0
15,119.0,1.0,48.0,1.0,12.0,72.0
16,119.0,2.0,46.0,0.5,12.0,76.0
17,119.0,2.5,43.0,0.5,12.0,78.0
18,119.0,3.0,45.0,1.0,12.0,80.0
19,120.0,1.0,43.0,1.0,12.0,84.0
20,120.0,2.0,50.0,2.0,12.0,88.0
21,121.0,1.5,53.0,1.0,12.0,98.0
22,121.0,2.5,52.0,0.5,12.0,102.0
23,121.0,3.0,50.0,1.0,12.0,104.0
24,122.0,1.0,48.0,1.0,12.0,108.0
25,122.0,2.0,46.0,2.0,12.0,112.0
26,123.0,1.0,48.0,0.5,12.0,120.0
27,123.0,1.5,52.0,0.5,12.0,122.0
28,123.0,2.0,50.0,2.0,12.0,124.0
29,124.0,1.0,48.0,2.0,12.0,132.0
30,124.0,3.0,48.0,0.5,12.0,140.0
31,124.0,3.5,50.0,0.5,12.0,142.0
32,125.0,1.0,52.0,1.0,12.0,144.0
33,125.0,2.0,53.0,0.75,12.0,148.0
34,125.0,2.75,52.0,0.25,12.0,151.0
35,125.0,3.0,48.0,1.0,12.0,152.0
36,138.0,1.0,53.0,2.0,12.0,300.0
37,138.0,3.0,50.0,1.0,12.0,308.0
38,139.0,1.0,48.0,1.0,12.0,312.0
39,139.0,2.0,50.0,2.0,12.0,316.0
40,140.0,1.0,50.0,1.0,12.0,324.0
41,140.0,2.0,43.0,1.0,12.0,328.0
42,140.0,3.0,46.0,1.0,12.0,332.0
43,141.0,1.0,45.0,1.0,12.0,336.0
44,141.0,2.0,43.0,1.0,12.0,340.0
45,142.0,1.0,43.0,2.0,12.0,348.0
46,142.0,3.0,48.0,1.0,12.0,356.0
47,143.0,1.0,46.0,1.0,12.0,360.0
48,143.0,2.0,45.0,1.0,12.0,364.0
49,143.0,3.0,50.0,1.0,12.0,368.0
50,144.0,2.0,45.0,2.0,12.0,376.0
51,145.0,3.0,50.0,1.0,12.0,392.0
52,146.0,1.0,52.0,1.0,12.0,396.0
53,146.0,2.0,53.0,2.0,12.0,400.0
54,147.0,1.0,48.0,2.0,12.0,408.0
55,147.0,3.0,48.0,1.0,12.0,416.0
56,148.0,1.0,50.0,0.5,12.0,420.0
57,148.0,1.5,48.0,1.0,12.0,422.0
58,148.0,2.5,46.0,0.5,12.0,426.0
59,148.0,3.0,45.0,1.0,12.0,428.0
60,149.0,1.0,43.0,2.0,12.0,432.0
61,150.0,1.0,50.0,3.0,12.0,444.0
62,151.0,1.0,50.0,3.0,12.0,456.0
63,152.0,1.0,48.0,3.0,12.0,468.0
64,153.0,1.0,52.0,3.0,12.0,480.0
65,154.0,1.0,48.0,3.0,12.0,492.0
66,155.0,1.0,43.0,3.0,12.0,504.0
67,156.0,1.0,48.0,3.0,12.0,516.0
