note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,113,1.0,64.0,3.0,12.0,0.0
2,114,1.0,64.0,2.0,12.0,12.0
3,114,3.0,64.0,1.0,12.0,20.0
4,115,1.0,65.0,0.5,12.0,24.0
5,115,1.5,62.0,1.0,12.0,26.0
6,115,2.5,61.0,0.5,12.0,30.0
7,115,3.0,62.0,1.0,12.0,32.0
8,116,1.5,67.0,1.0,12.0,38.0
9,116,2.5,64.0,0.5,12.0,42.0
10,116,3.0,65.0,1.0,12.0,44.0
11,117,1.0,64.0,2.0,12.0,48.0
12,117,3.0,62.0,1.0,12.0,56.0
13,118,1.0,60.0,0.5,12.0,60.0
14,118,1.5,62.0,0.5,12.0,62.0
15,118,2.0,64.0,1.0,12.0,64.0
16,118,3.0,65.0,0.5,12.0,68.0
17,118,3.5,62.0,0.5,12.0,70.0
18,119,1.0,64.0,1.0,12.0,72.0
19,120,1.0,62.0,1.5,12.0,84.0
20,120,2.5,65.0,1.0,12.0,90.0
21,120,3.5,67.0,0.5,12.0,94.0
22,121,1.0,69.0,1.0,12.0,96.0
23,121,2.0,62.0,0.5,12.0,100.0
24,121,2.5,64.0,0.5,12.0,102.0
25,121,3.0,65.0,1.0,12.0,104.0
26,122,1.0,64.0,1.0,12.0,108.0
27,122,2.0,62.0,0.5,12.0,112.0
28,122,2.5,65.0,1.0,12.0,114.0
29,122,3.5,67.0,0.5,12.0,118.0
30,123,1.0,64.0,1.0,12.0,120.0
31,123,2.0,65.0,1.0,12.0,124.0
32,123,3.0,62.0,1.0,12.0,128.0
33,124,1.0,64.0,2.0,12.0,132.0
34,125,1.0,60.0,1.0,12.0,144.0
35,125,2.0,62.0,0.5,12.0,148.0
36,125,2.5,60.0,0.5,12.0,150.0
37,125,3.0,64.0,0.5,12.0,152.0
38,125,3.5,65.0,0.5,12.0,154.0
39,126,1.0,67.0,1.0,12.0,156.0
40,126,2.0,65.0,0.5,12.0,160.0
41,126,2.5,64.0,0.75,12.0,162.0
42,126,3.25,62.0,0.25,12.0,165.0
43,126,3.5,60.0,0.5,12.0,166.0
44,127,1.0,59.0,1.0,12.0,168.0
45,127,2.0,57.0,0.5,12.0,172.0
46,127,2.5,55.0,0.5,12.0,174.0
47,127,3.0,60.0,0.5,12.0,176.0
48,127,3.5,64.0,0.5,12.0,178.0
49,128,1.0,62.0,1.0,12.0,180.0
50,128,2.0,64.0,0.5,12.0,184.0
51,128,2.5,60.0,1.0,12.0,186.0
52,128,3.5,65.0,0.5,12.0,190.0
53,129,1.0,64.0,0.5,12.0,192.0
54,129,1.5,62.0,0.75,12.0,194.0
55,129,2.25,60.0,0.25,12.0,197.0
56,129,2.5,60.0,0.5,12.0,198.0
57,129,3.0,57.0,0.5,12.0,200.0
58,129,3.5,59.0,0.5,12.0,202.0
59,130,1.0,60.0,1.0,12.0,204.0
60,130,3.0,60.0,1.0,12.0,212.0
61,131,1.0,62.0,1.0,12.0,216.0
62,131,2.0,64.0,1.5,12.0,220.0
63,131,3.5,62.0,0.5,12.0,226.0
64,132,1.0,65.0,1.0,12.0,228.0
65,132,2.0,64.0,0.5,12.0,232.0
66,132,2.5,67.0,1.0,12.0,234.0
67,132,3.5,65.0,0.5,12.0,238.0
68,133,1.0,62.0,1.0,12.0,240.0
69,133,2.0,60.0,1.0,12.0,244.0
70,133,3.5,64.0,0.5,12.0,250.0
71,134,1.0,62.0,0.5,12.0,252.0
72,134,1.5,67.0,1.0,12.0,254.0
73,134,2.5,69.0,0.5,12.0,258.0
74,134,3.0,71.0,0.5,12.0,260.0
75,134,3.5,67.0,0.5,12.0,262.0
76,135,1.5,65.0,0.5,12.0,266.0
77,135,2.0,67.0,1.0,12.0,268.0
78,135,3.0,64.0,1.0,12.0,272.0
79,136,1.0,62.0,0.5,12.0,276.0
80,136,1.5,65.0,0.5,12.0,278.0
81,136,2.0,64.0,0.5,12.0,280.0
82,136,2.5,60.0,0.5,12.0,282.0
83,136,3.0,62.0,1.0,12.0,284.0
84,137,1.0,60.0,3.0,12.0,288.0
85,138,2.0,65.0,2.0,12.0,304.0
86,139,1.0,64.0,1.0,12.0,312.0
87,139,2.0,62.0,0.5,12.0,316.0
88,139,2.5,69.0,1.0,12.0,318.0
89,139,3.5,67.0,0.5,12.0,322.0
90,140,1.0,66.0,0.75,12.0,324.0
91,140,1.75,64.0,0.25,12.0,327.0
92,140,2.0,67.0,1.5,12.0,328.0
93,140,3.5,62.0,0.5,12.0,334.0
94,141,1.5,60.0,0.75,12.0,338.0
95,141,2.25,59.0,0.25,12.0,341.0
96,141,2.5,55.0,0.5,12.0,342.0
97,141,3.0,57.0,1.0,12.0,344.0
98,142,1.0,55.0,1.0,12.0,348.0
99,143,1.0,62.0,1.0,12.0,360.0
100,143,2.0,60.0,0.5,12.0,364.0
101,143,2.5,64.0,0.5,12.0,366.0
102,143,3.0,62.0,0.5,12.0,368.0
103,143,3.5,65.0,0.5,12.0,370.0
104,144,1.25,64.0,0.25,12.0,373.0
105,144,1.5,62.0,0.5,12.0,374.0
106,144,2.0,61.0,0.5,12.0,376.0
107,144,2.5,62.0,0.5,12.0,378.0
108,144,3.0,64.0,0.5,12.0,380.0
109,144,3.5,61.0,0.5,12.0,382.0
110,145,1.0,62.0,1.0,12.0,384.0
111,145,2.0,65.0,0.5,12.0,388.0
112,145,2.5,67.0,0.5,12.0,390.0
113,145,3.0,69.0,1.0,12.0,392.0
114,146,1.0,67.0,1.0,12.0,396.0
115,146,2.0,65.0,1.5,12.0,400.0
116,146,3.5,64.0,0.5,12.0,406.0
117,147,1.0,64.0,2.0,12.0,408.0
118,147,3.0,64.0,1.0,12.0,416.0
119,148,1.0,62.0,0.5,12.0,420.0
120,148,1.5,64.0,0.5,12.0,422.0
121,148,2.0,60.0,0.5,12.0,424.0
122,148,2.5,62.0,0.5,12.0,426.0
123,148,3.5,57.0,0.5,12.0,430.0
124,149,1.0,59.0,0.5,12.0,432.0
125,149,1.5,60.0,0.5,12.0,434.0
126,149,2.0,62.0,1.0,12.0,436.0
127,149,3.0,67.0,1.0,12.0,440.0
128a,150,1.0,62.0,3.0,12.0,444.0
128b,150,1.0,65.0,3.0,12.0,444.0
128c,150,1.0,69.0,3.0,12.0,444.0
129a,151,1.0,62.0,3.0,12.0,456.0
129b,151,1.0,65.0,3.0,12.0,456.0
130,152,1.0,64.0,3.0,12.0,468.0
131a,153,1.0,60.0,3.0,12.0,480.0
131b,153,1.0,67.0,3.0,12.0,480.0
132,154,1.0,60.0,3.0,12.0,492.0
133,155,1.0,59.0,3.0,12.0,504.0
134,156,1.0,60.0,3.0,12.0,516.0
