note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,1,1.0,67.0,3.0,3.0,0.0
2,2,1.0,64.0,1.0,3.0,3.0
3,2,2.0,65.0,1.5,3.0,4.0
4,2,3.5,64.0,0.5,3.0,5.5
5,3,1.0,64.0,1.0,3.0,6.0
6,3,2.0,69.0,1.5,3.0,7.0
7,3,3.5,67.0,0.5,3.0,8.5
8,4,1.0,67.0,2.0,3.0,9.0
9,4,3.0,64.0,0.5,3.0,11.0
10,4,3.5,62.0,0.5,3.0,11.5
11,5,1.0,64.0,1.0,3.0,12.0
12,5,2.0,62.0,0.5,3.0,13.0
13,5,2.5,62.0,1.0,3.0,13.5
14,5,3.5,60.0,0.25,3.0,14.5
15,5,3.75,59.0,0.25,3.0,14.75
16,6,1.0,57.0,1.0,3.0,15.0
17,6,2.0,55.0,1.0,3.0,16.0
18,6,3.5,67.0,0.5,3.0,17.5
19,7,1.25,65.0,0.25,3.0,18.25
20,7,1.5,67.0,0.5,3.0,18.5
21,7,2.0,69.0,0.5,3.0,19.0
22,7,2.5,65.0,0.5,3.0,19.5
23,7,3.0,67.0,0.75,3.0,20.0
24,7,3.75,65.0,0.25,3.0,20.75
25,8,1.0,64.0,0.5,3.0,21.0
26,8,1.5,62.0,1.0,3.0,21.5
27,8,2.5,67.0,0.5,3.0,22.5
28,8,3.0,64.0,0.5,3.0,23.0
29,8,3.5,65.0,0.5,3.0,23.5
30,9,1.0,67.0,0.5,3.0,24.0
31,9,1.5,69.0,0.75,3.0,24.5
32,9,2.25,67.0,0.25,3.0,25.25
33,9,2.5,67.0,1.0,3.0,25.5
34,9,3.5,66.0,0.5,3.0,26.5
35,10,1.0,67.0,3.0,3.0,27.0
36,11,1.5,64.0,0.75,3.0,30.5
37,11,2.25,62.0,0.25,3.0,31.25
38,11,2.5,64.0,0.5,3.0,31.5
39,11,3.0,65.0,0.5,3.0,32.0
40,11,3.5,67.0,0.5,3.0,32.5
41,12,1.0,65.0,0.25,3.0,33.0
42,12,1.25,64.0,0.25,3.0,33.25
43,12,1.5,62.0,0.25,3.0,33.5
44,12,1.75,60.0,0.25,3.0,33.75
45,12,2.0,59.0,0.5,3.0,34.0
46,12,2.5,64.0,1.0,3.0,34.5
47,12,3.5,62.0,0.5,3.0,35.5
48,13,1.0,64.0,0.5,3.0,36.0
49,13,1.5,60.0,1.0,3.0,36.5
50,13,2.5,60.0,0.5,3.0,37.5
51,13,3.0,62.0,0.25,3.0,38.0
52,13,3.25,59.0,0.5,3.0,38.25
53,13,3.75,55.0,0.25,3.0,38.75
54,14,1.0,57.0,0.5,3.0,39.0
55,14,1.5,55.0,0.5,3.0,39.5
56,14,2.5,64.0,0.5,3.0,40.5
57,14,3.0,62.0,0.25,3.0,41.0
58,14,3.25,65.0,0.5,3.0,41.25
59,14,3.75,67.0,0.25,3.0,41.75
60,15,1.0,64.0,0.5,3.0,42.0
61,15,1.5,62.0,0.75,3.0,42.5
62,15,2.25,60.0,0.25,3.0,43.25
63,15,2.5,60.0,1.0,3.0,43.5
64,15,3.5,59.0,0.5,3.0,44.5
65,16,1.0,60.0,1.0,3.0,45.0
66,16,3.0,62.0,0.5,3.0,47.0
67,16,3.5,64.0,0.5,3.0,47.5
68,17,1.5,65.0,0.5,3.0,48.5
69,17,2.0,62.0,1.0,3.0,49.0
70,17,3.0,60.0,1.0,3.0,50.0
71,18,1.0,64.0,0.5,3.0,51.0
72,18,1.5,65.0,0.25,3.0,51.5
73,18,1.75,67.0,0.5,3.0,51.75
74,18,2.25,65.0,0.25,3.0,52.25
75,18,2.5,64.0,0.25,3.0,52.5
76,18,2.75,62.0,0.25,3.0,52.75
77,18,3.0,62.0,1.0,3.0,53.0
78,19,1.5,67.0,0.5,3.0,54.5
79,19,2.0,69.0,0.5,3.0,55.0
80,19,2.5,64.0,0.5,3.0,55.5
81,19,3.0,66.0,0.75,3.0,56.0
82,19,3.75,64.0,0.25,3.0,56.75
83,20,1.0,67.0,3.0,3.0,57.0
84,23,1.0,67.0,1.0,3.0,66.0
85,23,2.0,67.0,1.0,3.0,67.0
86,23,3.0,67.0,1.0,3.0,68.0
87,24,1.0,64.0,2.0,3.0,69.0
88,24,3.0,60.0,1.0,3.0,71.0
89,25,1.0,62.0,1.0,3.0,72.0
90,25,2.0,67.0,0.75,3.0,73.0
91,25,2.75,65.0,0.25,3.0,73.75
92,25,3.0,62.0,1.0,3.0,74.0
93,26,2.0,67.0,1.0,3.0,76.0
94,26,3.0,67.0,1.0,3.0,77.0
95,27,1.0,69.0,0.5,3.0,78.0
96,27,1.5,70.0,0.5,3.0,78.5
97,27,2.0,67.0,1.0,3.0,79.0
98,27,3.0,67.0,1.0,3.0,80.0
99,28,1.0,66.0,2.0,3.0,81.0
100,28,3.0,66.0,1.0,3.0,83.0
101,29,1.0,67.0,2.0,3.0,84.0
102,29,3.0,62.0,1.0,3.0,86.0
103,30,1.0,62.0,0.5,3.0,87.0
104,30,1.5,65.0,1.0,3.0,87.5
105,30,2.5,67.0,0.5,3.0,88.5
106,30,3.0,69.0,1.0,3.0,89.0
107,31,1.0,67.0,0.5,3.0,90.0
108,31,1.5,67.0,1.0,3.0,90.5
109,31,2.5,65.0,0.25,3.0,91.5
110,31,2.75,64.0,0.25,3.0,91.75
111,31,3.0,62.0,1.0,3.0,92.0
112,32,2.0,65.0,1.0,3.0,94.0
113,32,3.0,65.0,1.0,3.0,95.0
114,33,1.0,67.0,1.0,3.0,96.0
115,33,2.0,69.0,1.0,3.0,97.0
116,33,3.0,70.0,0.5,3.0,98.0
117,33,3.5,67.0,0.5,3.0,98.5
118,34,1.0,67.0,1.5,3.0,99.0
119,34,2.5,66.0,0.5,3.0,100.5
120,34,3.0,66.0,0.5,3.0,101.0
121,34,3.5,64.0,0.5,3.0,101.5
122,35,1.0,67.0,3.0,3.0,102.0
123,46,1.0,67.0,1.5,3.0,135.0
124,46,2.5,69.0,0.5,3.0,136.5
125,46,3.0,71.0,1.0,3.0,137.0
126,47,1.0,72.0,0.75,3.0,138.0
127,47,1.75,71.0,0.25,3.0,138.75
128,47,2.0,69.0,0.25,3.0,139.0
129,47,2.25,67.0,0.25,3.0,139.25
130,47,2.5,67.0,1.0,3.0,139.5
131,47,3.5,66.0,0.5,3.0,140.5
132,48,1.0,67.0,1.0,3.0,141.0
133,48,2.5,67.0,0.5,3.0,142.5
134,48,3.0,64.0,0.5,3.0,143.0
135,48,3.5,69.0,0.5,3.0,143.5
136,49,1.0,67.0,0.5,3.0,144.0
137,49,1.5,64.0,0.5,3.0,144.5
138,49,2.5,64.0,0.5,3.0,145.5
139,49,3.0,67.0,0.5,3.0,146.0
140,49,3.5,64.0,0.5,3.0,146.5
141,50,1.0,60.0,0.5,3.0,147.0
142,50,2.0,65.0,0.5,3.0,148.0
143,50,2.5,64.0,0.5,3.0,148.5
144,50,3.0,62.0,0.75,3.0,149.0
145,50,3.75,60.0,0.25,3.0,149.75
146,51,1.0,60.0,0.5,3.0,150.0
147,51,1.5,59.0,0.25,3.0,150.5
148,51,1.75,57.0,0.25,3.0,150.75
149,51,2.0,55.0,0.5,3.0,151.0
150,51,2.5,57.0,0.5,3.0,151.5
151,51,3.0,59.0,0.75,3.0,152.0
152,51,3.75,57.0,0.25,3.0,152.75
153,52,1.0,60.0,1.0,3.0,153.0
154,52,3.0,64.0,1.0,3.0,155.0
155,53,1.0,62.0,1.0,3.0,156.0
156,53,2.0,64.0,0.5,3.0,157.0
157,53,2.5,67.0,1.0,3.0,157.5
158,53,3.5,65.0,0.5,3.0,158.5
159,54,1.0,64.0,0.5,3.0,159.0
160,54,1.5,62.0,0.5,3.0,159.5
161,54,2.0,62.0,1.0,3.0,160.0
162,54,3.0,61.0,0.5,3.0,161.0
163,54,3.5,59.0,0.5,3.0,161.5
164,55,1.0,62.0,0.5,3.0,162.0
165,55,2.0,69.0,1.0,3.0,163.0
166,55,3.0,65.0,1.0,3.0,164.0
167,56,1.0,67.0,1.0,3.0,165.0
168,56,2.0,69.0,1.5,3.0,166.0
169,56,3.5,67.0,0.5,3.0,167.5
170,57,1.0,71.0,1.0,3.0,168.0
171,57,2.0,72.0,0.5,3.0,169.0
172,57,2.5,71.0,0.5,3.0,169.5
173,57,3.0,69.0,0.75,3.0,170.0
174,57,3.75,67.0,0.25,3.0,170.75
175,58,1.0,67.0,1.5,3.0,171.0
176,58,2.5,66.0,0.5,3.0,172.5
177,58,3.0,66.0,0.5,3.0,173.0
178,58,3.5,64.0,0.5,3.0,173.5
179,59,1.0,67.0,1.0,3.0,174.0
180,59,2.0,67.0,1.0,3.0,175.0
181,59,3.0,64.0,1.0,3.0,176.0
182,60,1.0,60.0,0.5,3.0,177.0
183,60,1.5,64.0,0.5,3.0,177.5
184,60,2.0,62.0,0.5,3.0,178.0
185,60,2.5,60.0,0.75,3.0,178.5
186,60,3.25,59.0,0.25,3.0,179.25
187,60,3.5,59.0,0.25,3.0,179.5
188,60,3.75,57.0,0.25,3.0,179.75
189,61,1.0,60.0,3.0,3.0,180.0
