note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,113,1.0,48.0,3.0,3.0,336.0
2,114,3.0,48.0,1.0,3.0,341.0
3,115,1.0,50.0,1.0,3.0,342.0
4,115,2.0,52.0,1.0,3.0,343.0
5,115,3.0,53.0,1.0,3.0,344.0
6,116,1.0,55.0,0.5,3.0,345.0
7,116,1.5,52.0,1.0,3.0,345.5
8,116,2.5,48.0,0.5,3.0,346.5
9,116,3.0,50.0,1.0,3.0,347.0
10,117,1.0,48.0,1.0,3.0,348.0
11,117,2.0,45.0,1.0,3.0,349.0
12,117,3.0,46.0,1.0,3.0,350.0
13,118,1.0,45.0,2.0,3.0,351.0
14,118,3.0,50.0,1.0,3.0,353.0
15,119,1.0,48.0,1.0,3.0,354.0
16,119,2.0,46.0,0.5,3.0,355.0
17,119,2.5,43.0,0.5,3.0,355.5
18,119,3.0,45.0,1.0,3.0,356.0
19,120,1.0,43.0,1.0,3.0,357.0
20,120,2.0,50.0,2.0,3.0,358.0
21,121,1.5,53.0,1.0,3.0,360.5
22,121,2.5,52.0,0.5,3.0,361.5
23,121,3.0,50.0,1.0,3.0,362.0
24,122,1.0,48.0,1.0,3.0,363.0
25,122,2.0,46.0,2.0,3.0,364.0
26,123,1.0,48.0,0.5,3.0,366.0
27,123,1.5,52.0,0.5,3.0,366.5
28,123,2.0,50.0,2.0,3.0,367.0
29,124,1.0,48.0,2.0,3.0,369.0
30,124,3.0,48.0,0.5,3.0,371.0
31,124,3.5,50.0,0.5,3.0,371.5
32,125,1.0,52.0,1.0,3.0,372.0
33,125,2.0,53.0,0.75,3.0,373.0
34,125,2.75,52.0,0.25,3.0,373.75
35,125,3.0,48.0,1.0,3.0,374.0
36,138,1.0,53.0,2.0,3.0,411.0
37,138,3.0,50.0,1.0,3.0,413.0
38,139,1.0,48.0,1.0,3.0,414.0
39,139,2.0,50.0,2.0,3.0,415.0
40,140,1.0,50.0,1.0,3.0,417.0
41,140,2.0,43.0,1.0,3.0,418.0
42,140,3.0,46.0,1.0,3.0,419.0
43,141,1.0,45.0,1.0,3.0,420.0
44,141,2.0,43.0,1.0,3.0,421.0
45,142,1.0,43.0,2.0,3.0,423.0
46,142,3.0,48.0,1.0,3.0,425.0
47,143,1.0,46.0,1.0,3.0,426.0
48,143,2.0,45.0,1.0,3.0,427.0
49,143,3.0,50.0,1.0,3.0,428.0
50,144,2.0,45.0,2.0,3.0,430.0
51,145,3.0,50.0,1.0,3.0,434.0
52,146,1.0,52.0,1.0,3.0,435.0
53,146,2.0,53.0,2.0,3.0,436.0
54,147,1.0,48.0,2.0,3.0,438.0
55,147,3.0,48.0,1.0,3.0,440.0
56,148,1.0,50.0,0.5,3.0,441.0
57,148,1.5,48.0,1.0,3.0,441.5
58,148,2.5,46.0,0.5,3.0,442.5
59,148,3.0,45.0,1.0,3.0,443.0
60,149,1.0,43.0,2.0,3.0,444.0
61,150,1.0,50.0,3.0,3.0,447.0
62,151,1.0,50.0,3.0,3.0,450.0
63,152,1.0,48.0,3.0,3.0,453.0
64,153,1.0,52.0,3.0,3.0,456.0
65,154,1.0,48.0,3.0,3.0,459.0
66,155,1.0,43.0,3.0,3.0,462.0
67,156,1.0,48.0,3.0,3.0,465.0
