note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,97,1.0,64.0,2.0,2.0,192.0
2,99,1.0,64.0,2.0,2.0,196.0
3,100,1.0,62.0,1.0,2.0,198.0
4,100,2.0,60.0,1.0,2.0,199.0
5,101,1.0,62.0,1.0,2.0,200.0
6,101,2.0,65.0,1.0,2.0,201.0
7,102,1.0,64.0,1.0,2.0,202.0
8,102,2.0,62.0,0.75,2.0,203.0
9,102,2.75,60.0,0.25,2.0,203.75
10,103,1.0,64.0,2.0,2.0,204.0
11,104,1.0,62.0,2.0,2.0,206.0
12,105,1.0,60.0,2.0,2.0,208.0
13,106,1.0,62.0,1.0,2.0,210.0
14,106,2.0,64.0,1.0,2.0,211.0
15,107,1.0,60.0,1.0,2.0,212.0
16,107,2.0,62.0,1.0,2.0,213.0
17,108,2.0,57.0,1.0,2.0,215.0
18,109,1.0,59.0,1.5,2.0,216.0
19,109,2.5,60.0,0.5,2.0,217.5
20,110,1.0,57.0,2.0,2.0,218.0
21,111,1.0,69.0,2.0,2.0,220.0
22,112,1.0,67.0,1.0,2.0,222.0
23,112,2.0,65.0,1.0,2.0,223.0
24,113,1.0,62.0,1.0,2.0,224.0
25,113,2.0,64.0,1.0,2.0,225.0
26,114,1.0,65.0,1.5,2.0,226.0
27,114,2.5,67.0,0.5,2.0,227.5
28,115,1.0,64.0,2.0,2.0,228.0
29,116,2.0,60.0,1.0,2.0,231.0
30,117,1.0,62.0,1.0,2.0,232.0
31,117,2.0,64.0,0.5,2.0,233.0
32,117,2.5,67.0,0.5,2.0,233.5
33,118,1.5,65.0,0.5,2.0,234.5
34,118,2.0,64.0,1.0,2.0,235.0
35,119,1.0,62.0,2.0,2.0,236.0
36,120,1.0,64.0,1.5,2.0,238.0
37,120,2.5,65.0,0.5,2.0,239.5
38,121,1.0,62.0,2.0,2.0,240.0
39,122,2.0,57.0,1.0,2.0,243.0
40,123,1.0,59.0,1.0,2.0,244.0
41,123,2.0,60.0,0.5,2.0,245.0
42,123,2.5,62.0,0.5,2.0,245.5
43,124,1.5,60.0,0.5,2.0,246.5
44,124,2.0,57.0,1.0,2.0,247.0
45,125,1.0,59.0,1.0,2.0,248.0
46,125,2.0,55.0,1.0,2.0,249.0
47,126,2.0,59.0,0.5,2.0,251.0
48,126,2.5,60.0,0.5,2.0,251.5
49,127,1.0,62.0,0.5,2.0,252.0
50,127,1.5,64.0,0.5,2.0,252.5
51,127,2.0,62.0,0.5,2.0,253.0
52,127,2.5,67.0,0.5,2.0,253.5
53,128,1.5,65.0,0.5,2.0,254.5
54,128,2.0,64.0,0.5,2.0,255.0
55,128,2.5,62.0,0.5,2.0,255.5
56,129,1.0,64.0,1.0,2.0,256.0
57,129,2.0,65.0,0.5,2.0,257.0
58,129,2.5,62.0,0.5,2.0,257.5
59,130,1.0,64.0,0.5,2.0,258.0
60,130,1.5,61.0,1.0,2.0,258.5
61,130,2.5,59.0,0.5,2.0,259.5
62,131,1.0,62.0,2.0,2.0,260.0
63,141,1.0,59.0,1.5,2.0,280.0
64,141,2.5,60.0,0.5,2.0,281.5
65,142,1.0,62.0,1.0,2.0,282.0
66,142,2.0,67.0,1.0,2.0,283.0
67,143,1.0,65.0,1.0,2.0,284.0
68,143,2.0,69.0,1.0,2.0,285.0
69,144,1.5,67.0,0.5,2.0,286.5
70,144,2.0,65.0,1.0,2.0,287.0
71,145,1.0,64.0,0.5,2.0,288.0
72,145,1.5,67.0,1.0,2.0,288.5
73,145,2.5,65.0,0.5,2.0,289.5
74,146,1.0,62.0,1.0,2.0,290.0
75,146,2.0,64.0,1.0,2.0,291.0
76,147,1.5,60.0,0.5,2.0,292.5
77,147,2.0,60.0,1.0,2.0,293.0
78,148,1.5,59.0,0.5,2.0,294.5
79,148,2.0,59.0,0.5,2.0,295.0
80,148,2.5,57.0,0.5,2.0,295.5
81,149,1.0,60.0,2.0,2.0,296.0
