note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,1,1.0,67.0,3.0,3.0,0.0
2,2,1.0,64.0,1.0,3.0,3.0
3,2,2.0,65.0,1.5,3.0,4.0
4,2,3.5,64.0,0.5,3.0,5.5
5,3,1.0,64.0,1.0,3.0,6.0
6,3,2.0,69.0,1.5,3.0,7.0
7,3,3.5,67.0,0.5,3.0,8.5
8,4,1.0,67.0,1.5,3.0,9.0
9,4,2.5,66.0,0.5,3.0,10.5
10,4,3.0,66.0,0.5,3.0,11.0
11,4,3.5,64.0,0.5,3.0,11.5
12,5,1.0,67.0,1.0,3.0,12.0
13,5,2.0,64.0,1.0,3.0,13.0
14,5,3.0,65.0,1.0,3.0,14.0
15,6,1.0,64.0,0.5,3.0,15.0
16,6,1.5,62.0,0.75,3.0,15.5
17,6,2.25,60.0,0.25,3.0,16.25
18,6,2.5,60.0,1.0,3.0,16.5
19,6,3.5,59.0,0.5,3.0,17.5
20,7,1.0,60.0,2.0,3.0,18.0
21,8,1.0,64.0,1.5,3.0,21.0
22,8,2.5,65.0,0.5,3.0,22.5
23,8,3.0,67.0,1.0,3.0,23.0
24,9,1.0,69.0,0.5,3.0,24.0
25,9,1.5,67.0,1.0,3.0,24.5
26,9,2.5,65.0,0.5,3.0,25.5
27,9,3.0,64.0,1.0,3.0,26.0
28,10,1.0,62.0,3.0,3.0,27.0
29,11,1.0,64.0,3.0,3.0,30.0
30,12,1.0,65.0,2.0,3.0,33.0
31,12,3.0,65.0,1.0,3.0,35.0
32,13,1.0,67.0,0.75,3.0,36.0
33,13,1.75,65.0,0.25,3.0,36.75
34,13,2.0,64.0,0.5,3.0,37.0
35,13,2.5,60.0,0.5,3.0,37.5
36,13,3.0,62.0,1.0,3.0,38.0
37,14,1.0,64.0,1.0,3.0,39.0
38,14,2.0,65.0,0.5,3.0,40.0
39,14,2.5,64.0,0.5,3.0,40.5
40,14,3.0,60.0,1.0,3.0,41.0
41,15,1.0,62.0,1.0,3.0,42.0
42,15,3.0,62.0,0.5,3.0,44.0
43,15,3.5,64.0,0.5,3.0,44.5
44,16,1.0,65.0,1.5,3.0,45.0
45,16,2.5,67.0,0.5,3.0,46.5
46,16,3.0,69.0,1.0,3.0,47.0
47,17,1.0,71.0,1.0,3.0,48.0
48,17,2.0,72.0,0.5,3.0,49.0
49,17,2.5,69.0,0.5,3.0,49.5
50,17,3.0,71.0,1.0,3.0,50.0
51,18,1.0,69.0,1.0,3.0,51.0
52,18,2.0,67.0,0.5,3.0,52.0
53,18,2.5,67.0,1.0,3.0,52.5
54,18,3.5,66.0,0.5,3.0,53.5
55,19,1.0,67.0,1.0,3.0,54.0
56,19,2.5,64.0,1.0,3.0,55.5
57,19,3.5,60.0,0.5,3.0,56.5
58,20,1.0,64.0,0.75,3.0,57.0
59,20,1.75,65.0,0.25,3.0,57.75
60,20,2.0,62.0,1.0,3.0,58.0
61,20,3.0,64.0,0.5,3.0,59.0
62,20,3.5,60.0,0.5,3.0,59.5
63,21,1.25,59.0,0.25,3.0,60.25
64,21,1.5,60.0,0.5,3.0,60.5
65,21,2.0,62.0,0.5,3.0,61.0
66,21,2.5,59.0,0.5,3.0,61.5
67,21,3.0,60.0,1.0,3.0,62.0
68,22,1.0,67.0,0.75,3.0,63.0
69,22,1.75,65.0,0.25,3.0,63.75
70,22,2.0,67.0,0.5,3.0,64.0
71,22,2.5,69.0,0.5,3.0,64.5
72,22,3.0,65.0,1.0,3.0,65.0
73,23,1.0,64.0,1.0,3.0,66.0
74,25,1.0,64.0,2.0,3.0,72.0
75,25,3.0,65.0,0.5,3.0,74.0
76,25,3.5,62.0,0.5,3.0,74.5
77,26,1.0,64.0,1.0,3.0,75.0
78,26,2.0,65.0,0.5,3.0,76.0
79,26,2.5,62.0,1.0,3.0,76.5
80,26,3.5,61.0,0.5,3.0,77.5
81,27,1.0,62.0,1.5,3.0,78.0
82,27,2.5,64.0,0.5,3.0,79.5
83,27,3.0,65.0,0.5,3.0,80.0
84,27,3.5,67.0,0.5,3.0,80.5
85,28,1.0,64.0,1.0,3.0,81.0
86,28,2.0,62.0,1.0,3.0,82.0
87,28,3.0,69.0,1.0,3.0,83.0
88,29,1.0,67.0,0.75,3.0,84.0
89,29,1.75,65.0,0.25,3.0,84.75
90,29,2.0,62.0,1.0,3.0,85.0
91,29,3.0,60.0,0.5,3.0,86.0
92,29,3.5,62.0,0.5,3.0,86.5
93,30,1.0,65.0,0.5,3.0,87.0
94,30,1.5,64.0,0.5,3.0,87.5
95,30,2.0,60.0,0.5,3.0,88.0
96,30,2.5,62.0,0.5,3.0,88.5
97,30,3.0,60.0,0.5,3.0,89.0
98,30,3.5,57.0,0.5,3.0,89.5
99,31,1.0,59.0,1.0,3.0,90.0
100,31,3.5,67.0,0.5,3.0,92.5
101,32,1.25,65.0,0.25,3.0,93.25
102,32,1.5,67.0,0.5,3.0,93.5
103,32,2.0,64.0,0.5,3.0,94.0
104,32,2.5,60.0,0.5,3.0,94.5
105,32,3.0,62.0,1.0,3.0,95.0
106,33,1.0,64.0,1.5,3.0,96.0
107,33,2.5,60.0,0.5,3.0,97.5
108,33,3.0,60.0,1.0,3.0,98.0
