note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,1.0,1.0,55.0,1.5,12.0,0.0
2,1.0,2.5,57.0,0.5,12.0,6.0
3,1.0,3.0,59.0,1.0,12.0,8.0
4,2.0,1.0,60.0,1.0,12.0,12.0
5,2.0,2.0,62.0,2.0,12.0,16.0
6,3.0,1.0,60.0,2.0,12.0,24.0
7,3.0,3.0,60.0,1.0,12.0,32.0
8,4.0,1.0,59.0,1.0,12.0,36.0
9,4.0,2.0,57.0,2.0,12.0,40.0
10,5.0,1.0,55.0,1.5,12.0,48.0
11,5.0,2.5,53.0,0.5,12.0,54.0
12,5.0,3.0,50.0,1.0,12.0,56.0
13,6.0,2.0,57.0,2.0,12.0,64.0
14,7.0,1.0,55.0,1.0,12.0,72.0
15,7.0,2.0,52.0,1.0,12.0,76.0
16,7.0,3.0,53.0,0.75,12.0,80.0
17,7.0,3.75,52.0,0.25,12.0,83.0
18,8.0,1.0,55.0,1.0,12.0,84.0
19,8.0,2.0,50.0,1.0,12.0,88.0
20,8.0,3.0,55.0,1.0,12.0,92.0
21,9.0,1.0,53.0,2.0,12.0,96.0
22,9.0,3.0,52.0,1.0,12.0,104.0
23,10.0,1.0,50.0,1.0,12.0,108.0
24,11.0,1.0,62.0,2.0,12.0,120.0
25,11.0,3.0,60.0,1.0,12.0,128.0
26,12.0,1.0,60.0,1.5,12.0,132.0
27,12.0,2.5,59.0,0.5,12.0,138.0
28,12.0,3.0,57.0,1.0,12.0,140.0
29,13.0,1.0,55.0,1.0,12.0,144.0
30,13.0,2.0,52.0,2.0,12.0,148.0
31,14.0,1.0,50.0,2.0,12.0,156.0
32,14.0,3.0,50.0,0.5,12.0,164.0
33,14.0,3.5,52.0,0.5,12.0,166.0
34,15.0,1.0,53.0,1.0,12.0,168.0
35,15.0,2.0,55.0,0.5,12.0,172.0
36,15.0,2.5,52.0,0.5,12.0,174.0
37,15.0,3.0,50.0,1.0,12.0,176.0
38,16.0,1.0,48.0,0.5,12.0,180.0
39,16.0,1.5,52.0,0.5,12.0,182.0
40,16.0,2.0,50.0,0.5,12.0,184.0
41,16.0,2.5,55.0,1.0,12.0,186.0
42,16.0,3.5,53.0,0.5,12.0,190.0
43,17.0,1.0,55.0,0.5,12.0,192.0
44,17.0,1.5,52.0,0.5,12.0,194.0
45,17.0,2.0,53.0,0.5,12.0,196.0
46,17.0,2.5,55.0,1.0,12.0,198.0
47,17.0,3.5,57.0,0.5,12.0,202.0
48,18.0,1.0,55.0,0.5,12.0,204.0
49,18.0,1.5,60.0,0.75,12.0,206.0
50,18.0,2.25,59.0,0.25,12.0,209.0
51,18.0,2.5,60.0,0.5,12.0,210.0
