note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,113,1.0,55.0,2.0,3.0,336.0
2,113,3.0,55.0,1.0,3.0,338.0
3,114,2.0,60.0,1.5,3.0,340.0
4,114,3.5,59.0,0.5,3.0,341.5
5,115,1.0,57.0,1.0,3.0,342.0
6,115,2.0,55.0,1.0,3.0,343.0
7,115,3.0,57.0,1.0,3.0,344.0
8,116,1.0,55.0,2.0,3.0,345.0
9,116,3.0,53.0,1.0,3.0,347.0
10,117,1.0,55.0,1.0,3.0,348.0
11,117,2.0,57.0,0.5,3.0,349.0
12,117,2.5,57.0,1.0,3.0,349.5
13,117,3.5,55.0,0.5,3.0,350.5
14,118,1.0,57.0,3.0,3.0,351.0
15,119,2.0,55.0,1.0,3.0,355.0
16,119,3.0,54.0,1.0,3.0,356.0
17,120,1.0,55.0,1.0,3.0,357.0
18,120,2.0,57.0,2.0,3.0,358.0
19,121,1.0,57.0,1.5,3.0,360.0
20,121,2.5,60.0,0.5,3.0,361.5
21,121,3.0,59.0,0.5,3.0,362.0
22,121,3.5,57.0,0.5,3.0,362.5
23,122,1.0,60.0,1.0,3.0,363.0
24,122,2.0,62.0,1.5,3.0,364.0
25,122,3.5,60.0,0.5,3.0,365.5
26,123,1.0,60.0,1.5,3.0,366.0
27,123,2.5,59.0,0.5,3.0,367.5
28,123,3.0,59.0,0.5,3.0,368.0
29,123,3.5,57.0,0.5,3.0,368.5
30,124,1.0,60.0,3.0,3.0,369.0
31,138,1.0,57.0,2.0,3.0,411.0
32,138,3.0,59.0,1.0,3.0,413.0
33,139,1.0,60.0,1.0,3.0,414.0
34,139,2.0,57.0,2.0,3.0,415.0
35,140,1.0,57.0,1.0,3.0,417.0
36,140,2.0,55.0,2.0,3.0,418.0
37,141,1.0,53.0,1.0,3.0,420.0
38,141,2.0,55.0,0.5,3.0,421.0
39,141,2.5,55.0,1.0,3.0,421.5
40,141,3.5,54.0,0.5,3.0,422.5
41,142,1.0,55.0,2.0,3.0,423.0
42,142,3.0,55.0,1.0,3.0,425.0
43,143,1.0,55.0,1.0,3.0,426.0
44,143,2.0,57.0,2.0,3.0,427.0
45,144,1.0,53.0,1.0,3.0,429.0
46,144,2.0,52.0,2.0,3.0,430.0
47,145,1.0,50.0,2.0,3.0,432.0
48,145,3.0,53.0,1.0,3.0,434.0
49,146,1.0,55.0,1.0,3.0,435.0
50,146,2.0,57.0,1.0,3.0,436.0
51,146,3.0,57.0,1.0,3.0,437.0
52,147,1.0,55.0,1.5,3.0,438.0
53,147,2.5,55.0,0.5,3.0,439.5
54,147,3.0,55.0,1.0,3.0,440.0
55,148,1.0,53.0,0.5,3.0,441.0
56,148,1.5,52.0,0.75,3.0,441.5
57,148,2.25,50.0,0.25,3.0,442.25
58,148,2.5,50.0,1.0,3.0,442.5
59,148,3.5,48.0,0.5,3.0,443.5
60,149,1.0,50.0,2.0,3.0,444.0
61,150,1.0,53.0,3.0,3.0,447.0
62,151,1.0,53.0,3.0,3.0,450.0
63,152,1.0,55.0,3.0,3.0,453.0
64,154,1.0,55.0,3.0,3.0,459.0
65,156,1.0,55.0,3.0,3.0,465.0
