note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,113,1.0,64.0,3.0,3.0,336.0
2,114,1.0,64.0,2.0,3.0,339.0
3,114,3.0,64.0,1.0,3.0,341.0
4,115,1.0,65.0,0.5,3.0,342.0
5,115,1.5,62.0,1.0,3.0,342.5
6,115,2.5,61.0,0.5,3.0,343.5
7,115,3.0,62.0,1.0,3.0,344.0
8,116,1.5,67.0,1.0,3.0,345.5
9,116,2.5,64.0,0.5,3.0,346.5
10,116,3.0,65.0,1.0,3.0,347.0
11,117,1.0,64.0,2.0,3.0,348.0
12,117,3.0,62.0,1.0,3.0,350.0
13,118,1.0,60.0,0.5,3.0,351.0
14,118,1.5,62.0,0.5,3.0,351.5
15,118,2.0,64.0,1.0,3.0,352.0
16,118,3.0,65.0,0.5,3.0,353.0
17,118,3.5,62.0,0.5,3.0,353.5
18,119,1.0,64.0,1.0,3.0,354.0
19,120,1.0,62.0,1.5,3.0,357.0
20,120,2.5,65.0,1.0,3.0,358.5
21,120,3.5,67.0,0.5,3.0,359.5
22,121,1.0,69.0,1.0,3.0,360.0
23,121,2.0,62.0,0.5,3.0,361.0
24,121,2.5,64.0,0.5,3.0,361.5
25,121,3.0,65.0,1.0,3.0,362.0
26,122,1.0,64.0,1.0,3.0,363.0
27,122,2.0,62.0,0.5,3.0,364.0
28,122,2.5,65.0,1.0,3.0,364.5
29,122,3.5,67.0,0.5,3.0,365.5
30,123,1.0,64.0,1.0,3.0,366.0
31,123,2.0,65.0,1.0,3.0,367.0
32,123,3.0,62.0,1.0,3.0,368.0
33,124,1.0,64.0,2.0,3.0,369.0
34,125,1.0,60.0,1.0,3.0,372.0
35,125,2.0,62.0,0.5,3.0,373.0
36,125,2.5,60.0,0.5,3.0,373.5
37,125,3.0,64.0,0.5,3.0,374.0
38,125,3.5,65.0,0.5,3.0,374.5
39,126,1.0,67.0,1.0,3.0,375.0
40,126,2.0,65.0,0.5,3.0,376.0
41,126,2.5,64.0,0.75,3.0,376.5
42,126,3.25,62.0,0.25,3.0,377.25
43,126,3.5,60.0,0.5,3.0,377.5
44,127,1.0,59.0,1.0,3.0,378.0
45,127,2.0,57.0,0.5,3.0,379.0
46,127,2.5,55.0,0.5,3.0,379.5
47,127,3.0,60.0,0.5,3.0,380.0
48,127,3.5,64.0,0.5,3.0,380.5
49,128,1.0,62.0,1.0,3.0,381.0
50,128,2.0,64.0,0.5,3.0,382.0
51,128,2.5,60.0,1.0,3.0,382.5
52,128,3.5,65.0,0.5,3.0,383.5
53,129,1.0,64.0,0.5,3.0,384.0
54,129,1.5,62.0,0.75,3.0,384.5
55,129,2.25,60.0,0.25,3.0,385.25
56,129,2.5,60.0,0.5,3.0,385.5
57,129,3.0,57.0,0.5,3.0,386.0
58,129,3.5,59.0,0.5,3.0,386.5
59,130,1.0,60.0,1.0,3.0,387.0
60,130,3.0,60.0,1.0,3.0,389.0
61,131,1.0,62.0,1.0,3.0,390.0
62,131,2.0,64.0,1.5,3.0,391.0
63,131,3.5,62.0,0.5,3.0,392.5
64,132,1.0,65.0,1.0,3.0,393.0
65,132,2.0,64.0,0.5,3.0,394.0
66,132,2.5,67.0,1.0,3.0,394.5
67,132,3.5,65.0,0.5,3.0,395.5
68,133,1.0,62.0,1.0,3.0,396.0
69,133,2.0,60.0,1.0,3.0,397.0
70,133,3.5,64.0,0.5,3.0,398.5
71,134,1.0,62.0,0.5,3.0,399.0
72,134,1.5,67.0,1.0,3.0,399.5
73,134,2.5,69.0,0.5,3.0,400.5
74,134,3.0,71.0,0.5,3.0,401.0
75,134,3.5,67.0,0.5,3.0,401.5
76,135,1.5,65.0,0.5,3.0,402.5
77,135,2.0,67.0,1.0,3.0,403.0
78,135,3.0,64.0,1.0,3.0,404.0
79,136,1.0,62.0,0.5,3.0,405.0
80,136,1.5,65.0,0.5,3.0,405.5
81,136,2.0,64.0,0.5,3.0,406.0
82,136,2.5,60.0,0.5,3.0,406.5
83,136,3.0,62.0,1.0,3.0,407.0
84,137,1.0,60.0,3.0,3.0,408.0
85,138,2.0,65.0,2.0,3.0,412.0
86,139,1.0,64.0,1.0,3.0,414.0
87,139,2.0,62.0,0.5,3.0,415.0
88,139,2.5,69.0,1.0,3.0,415.5
89,139,3.5,67.0,0.5,3.0,416.5
90,140,1.0,66.0,0.75,3.0,417.0
91,140,1.75,64.0,0.25,3.0,417.75
92,140,2.0,67.0,1.5,3.0,418.0
93,140,3.5,62.0,0.5,3.0,419.5
94,141,1.5,60.0,0.75,3.0,420.5
95,141,2.25,59.0,0.25,3.0,421.25
96,141,2.5,55.0,0.5,3.0,421.5
97,141,3.0,57.0,1.0,3.0,422.0
98,142,1.0,55.0,1.0,3.0,423.0
99,143,1.0,62.0,1.0,3.0,426.0
100,143,2.0,60.0,0.5,3.0,427.0
101,143,2.5,64.0,0.5,3.0,427.5
102,143,3.0,62.0,0.5,3.0,428.0
103,143,3.5,65.0,0.5,3.0,428.5
104,144,1.25,64.0,0.25,3.0,429.25
105,144,1.5,62.0,0.5,3.0,429.5
106,144,2.0,61.0,0.5,3.0,430.0
107,144,2.5,62.0,0.5,3.0,430.5
108,144,3.0,64.0,0.5,3.0,431.0
109,144,3.5,61.0,0.5,3.0,431.5
110,145,1.0,62.0,1.0,3.0,432.0
111,145,2.0,65.0,0.5,3.0,433.0
112,145,2.5,67.0,0.5,3.0,433.5
113,145,3.0,69.0,1.0,3.0,434.0
114,146,1.0,67.0,1.0,3.0,435.0
115,146,2.0,65.0,1.5,3.0,436.0
116,146,3.5,64.0,0.5,3.0,437.5
117,147,1.0,64.0,2.0,3.0,438.0
118,147,3.0,64.0,1.0,3.0,440.0
119,148,1.0,62.0,0.5,3.0,441.0
120,148,1.5,64.0,0.5,3.0,441.5
121,148,2.0,60.0,0.5,3.0,442.0
122,148,2.5,62.0,0.5,3.0,442.5
123,148,3.5,57.0,0.5,3.0,443.5
124,149,1.0,59.0,0.5,3.0,444.0
125,149,1.5,60.0,0.5,3.0,444.5
126,149,2.0,62.0,1.0,3.0,445.0
127,149,3.0,67.0,1.0,3.0,446.0
128,152,1.0,64.0,3.0,3.0,453.0
129,154,1.0,60.0,3.0,3.0,459.0
130,155,1.0,59.0,3.0,3.0,462.0
131,156,1.0,60.0,3.0,3.0,465.0
