note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,1.0,1.0,67.0,2.0,8.0,0.0
2,2.0,1.0,69.0,1.0,8.0,8.0
3,2.0,2.0,67.0,1.0,8.0,12.0
4,3.0,1.0,74.0,1.5,8.0,16.0
5,3.0,2.5,72.0,0.25,8.0,22.0
6,3.0,2.75,70.0,0.25,8.0,23.0
7,4.0,1.0,69.0,1.0,8.0,24.0
8,8.0,1.0,67.0,2.0,8.0,56.0
9,9.0,1.0,69.0,1.0,8.0,64.0
10,9.0,2.0,67.0,1.0,8.0,68.0
11,10.0,1.0,74.0,1.5,8.0,72.0
12,10.0,2.5,72.0,0.25,8.0,78.0
13,10.0,2.75,70.0,0.25,8.0,79.0
14,11.0,1.0,69.0,1.0,8.0,80.0
15,14.0,2.0,74.0,1.0,8.0,108.0
16,15.0,2.0,72.0,1.0,8.0,116.0
17,16.0,1.0,70.0,1.5,8.0,120.0
18,16.0,2.5,69.0,0.25,8.0,126.0
19,16.0,2.75,67.0,0.25,8.0,127.0
20,17.0,1.0,65.0,2.0,8.0,128.0
21,18.0,1.0,67.0,1.0,12.0,136.0
22,18.0,2.0,67.0,1.0,12.0,140.0
23,18.0,3.0,67.0,1.0,12.0,144.0
24,19.0,1.0,67.0,2.0,12.0,148.0
25,19.0,3.0,67.0,1.0,12.0,156.0
26,20.0,1.0,67.0,2.0,12.0,160.0
27,20.0,3.0,69.0,1.0,12.0,168.0
28,21.0,1.0,65.0,2.0,12.0,172.0
29,22.0,1.0,70.0,1.0,12.0,184.0
30,22.0,2.0,70.0,1.0,12.0,188.0
31,22.0,3.0,70.0,1.0,12.0,192.0
32,23.0,1.0,70.0,2.0,12.0,196.0
33,23.0,3.0,69.0,1.0,12.0,204.0
34,24.0,1.0,69.0,1.0,12.0,208.0
35,24.0,2.0,67.0,1.0,12.0,212.0
36,24.0,3.0,66.0,1.0,12.0,216.0
37,25.0,1.0,67.0,2.0,12.0,220.0
38,26.0,1.0,65.0,3.0,12.0,232.0
39,27.0,1.0,67.0,3.0,12.0,244.0
40,28.0,1.0,69.0,3.0,12.0,256.0
41,29.0,1.0,67.0,3.0,12.0,268.0
42,30.0,1.0,70.0,1.0,12.0,280.0
43,30.0,2.0,70.0,1.0,12.0,284.0
44,30.0,3.0,70.0,1.0,12.0,288.0
45,31.0,1.0,69.0,2.0,12.0,292.0
46,31.0,3.0,70.0,1.0,12.0,300.0
47,32.0,1.0,69.0,1.0,12.0,304.0
48,32.0,2.0,65.0,1.0,12.0,308.0
49,32.0,3.0,67.0,1.0,12.0,312.0
50,33.0,1.0,69.0,2.0,12.0,316.0
51,34.0,1.0,69.0,1.0,12.0,328.0
52,34.0,2.0,69.0,1.0,12.0,332.0
53,34.0,3.0,72.0,1.0,12.0,336.0
54,35.0,1.0,70.0,2.0,12.0,340.0
55,35.0,3.0,69.0,1.0,12.0,348.0
56,36.0,1.0,67.0,1.0,12.0,352.0
57,36.0,2.0,64.0,1.0,12.0,356.0
58,36.0,3.0,65.0,1.0,12.0,360.0
59,37.0,1.0,67.0,2.0,12.0,364.0
60,38.0,1.0,69.0,3.0,12.0,376.0
61,39.0,1.0,67.0,3.0,12.0,388.0
62,40.0,1.0,66.0,3.0,12.0,400.0
63,41.0,1.0,67.0,3.0,12.0,412.0
