note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,113,1.0,60.0,2.0,3.0,336.0
2,113,3.0,60.0,1.0,3.0,338.0
3,114,1.5,59.0,0.5,3.0,339.5
4,114,2.0,57.0,0.5,3.0,340.0
5,114,2.5,55.0,0.5,3.0,340.5
6,114,3.0,55.0,1.0,3.0,341.0
7,115,1.0,53.0,1.0,3.0,342.0
8,115,2.0,52.0,1.0,3.0,343.0
9,115,3.0,50.0,1.0,3.0,344.0
10,116,1.0,52.0,0.5,3.0,345.0
11,116,1.5,48.0,1.0,3.0,345.5
12,116,2.5,60.0,0.5,3.0,346.5
13,116,3.0,57.0,0.5,3.0,347.0
14,116,3.5,59.0,0.5,3.0,347.5
15,117,1.0,60.0,0.5,3.0,348.0
16,117,2.0,48.0,1.0,3.0,349.0
17,117,3.0,50.0,1.0,3.0,350.0
18,118,1.0,52.0,2.0,3.0,351.0
19,118,3.0,50.0,0.5,3.0,353.0
20,118,3.5,53.0,0.5,3.0,353.5
21,119,1.0,52.0,1.0,3.0,354.0
22,119,2.0,50.0,0.5,3.0,355.0
23,119,2.5,50.0,1.0,3.0,355.5
24,119,3.5,48.0,0.5,3.0,356.5
25,120,1.0,50.0,1.0,3.0,357.0
26,120,3.0,62.0,1.0,3.0,359.0
27,121,1.0,60.0,0.75,3.0,360.0
28,121,1.75,59.0,0.25,3.0,360.75
29,121,2.0,57.0,0.5,3.0,361.0
30,121,2.5,55.0,0.5,3.0,361.5
31,121,3.5,53.0,0.5,3.0,362.5
32,122,1.0,55.0,0.5,3.0,363.0
33,122,1.5,57.0,0.5,3.0,363.5
34,122,2.0,50.0,1.5,3.0,364.0
35,122,3.5,55.0,0.5,3.0,365.5
36,123,2.0,57.0,1.0,3.0,367.0
37,123,3.0,53.0,1.0,3.0,368.0
38,124,1.0,55.0,3.0,3.0,369.0
39,126,1.0,48.0,1.0,3.0,375.0
40,126,2.0,50.0,0.5,3.0,376.0
41,126,2.5,48.0,0.5,3.0,376.5
42,126,3.0,52.0,0.5,3.0,377.0
43,126,3.5,53.0,0.5,3.0,377.5
44,127,1.0,55.0,1.0,3.0,378.0
45,127,2.0,53.0,0.5,3.0,379.0
46,127,2.5,52.0,0.75,3.0,379.5
47,127,3.25,50.0,0.25,3.0,380.25
48,127,3.5,48.0,0.5,3.0,380.5
49,128,1.0,47.0,1.0,3.0,381.0
50,128,2.0,48.0,1.0,3.0,382.0
51,128,3.0,52.0,0.5,3.0,383.0
52,128,3.5,50.0,0.5,3.0,383.5
53,129,1.25,48.0,0.25,3.0,384.25
54,129,1.5,53.0,0.5,3.0,384.5
55,129,2.0,52.0,0.5,3.0,385.0
56,129,2.5,48.0,0.5,3.0,385.5
57,129,3.0,50.0,1.0,3.0,386.0
58,130,1.0,48.0,2.0,3.0,387.0
59,130,3.0,52.0,1.0,3.0,389.0
60,131,1.0,53.0,1.0,3.0,390.0
61,131,2.0,52.0,0.5,3.0,391.0
62,131,2.5,55.0,1.0,3.0,391.5
63,131,3.5,53.0,0.5,3.0,392.5
64,132,1.0,50.0,1.0,3.0,393.0
65,132,2.0,48.0,2.0,3.0,394.0
66,133,1.0,47.0,1.0,3.0,396.0
67,133,2.0,48.0,2.0,3.0,397.0
68,134,1.0,55.0,1.0,3.0,399.0
69,134,2.0,52.0,0.5,3.0,400.0
70,134,2.5,53.0,0.5,3.0,400.5
71,134,3.0,55.0,1.0,3.0,401.0
72,135,1.0,57.0,1.0,3.0,402.0
73,135,2.0,55.0,0.5,3.0,403.0
74,135,2.5,60.0,0.75,3.0,403.5
75,135,3.25,59.0,0.25,3.0,404.25
76,135,3.5,60.0,0.5,3.0,404.5
77,136,1.0,62.0,1.0,3.0,405.0
78,136,2.0,60.0,0.5,3.0,406.0
79,136,2.5,57.0,0.5,3.0,406.5
80,136,3.0,59.0,0.75,3.0,407.0
81,136,3.75,57.0,0.25,3.0,407.75
82,137,1.0,60.0,1.0,3.0,408.0
83,138,1.0,60.0,2.0,3.0,411.0
84,138,3.0,62.0,1.0,3.0,413.0
85,139,1.0,55.0,1.0,3.0,414.0
86,139,2.0,62.0,2.0,3.0,415.0
87,140,1.0,62.0,1.0,3.0,417.0
88,140,2.0,59.0,1.0,3.0,418.0
89,140,3.0,55.0,1.0,3.0,419.0
90,141,1.0,57.0,1.0,3.0,420.0
91,141,2.0,50.0,2.0,3.0,421.0
92,142,3.0,52.0,0.5,3.0,425.0
93,142,3.5,48.0,0.5,3.0,425.5
94,143,1.0,50.0,1.0,3.0,426.0
95,143,2.0,52.0,1.0,3.0,427.0
96,143,3.0,53.0,0.5,3.0,428.0
97,143,3.5,50.0,0.5,3.0,428.5
98,144,1.0,53.0,0.5,3.0,429.0
99,144,1.5,55.0,0.5,3.0,429.5
100,144,2.0,57.0,2.0,3.0,430.0
101,145,1.0,57.0,1.0,3.0,432.0
102,145,2.0,57.0,2.0,3.0,433.0
103,146,3.0,60.0,1.0,3.0,437.0
104,147,1.0,60.0,2.0,3.0,438.0
105,147,3.0,60.0,1.0,3.0,440.0
106,148,1.0,59.0,0.5,3.0,441.0
107,148,1.5,57.0,0.75,3.0,441.5
108,148,2.25,55.0,0.25,3.0,442.25
109,148,2.5,55.0,0.5,3.0,442.5
110,148,3.0,57.0,0.5,3.0,443.0
111,148,3.5,54.0,0.5,3.0,443.5
112,149,1.0,55.0,1.5,3.0,444.0
113,149,2.5,57.0,0.5,3.0,445.5
114,149,3.0,59.0,1.0,3.0,446.0
115,150,1.0,57.0,3.0,3.0,447.0
116,151,1.0,59.0,3.0,3.0,450.0
117,152,1.0,60.0,3.0,3.0,453.0
118,153,1.0,48.0,3.0,3.0,456.0
119,154,1.0,52.0,3.0,3.0,459.0
120,155,1.0,50.0,3.0,3.0,462.0
121,156,1.0,48.0,3.0,3.0,465.0
