note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,21,3.0,55.0,1.0,3.0,62.0
2,22,1.0,48.0,2.0,3.0,63.0
3,22,3.0,53.0,1.0,3.0,65.0
4,23,1.0,52.0,1.0,3.0,66.0
5,23,2.0,48.0,2.0,3.0,67.0
6,24,1.0,48.0,1.5,3.0,69.0
7,24,2.5,46.0,0.5,3.0,70.5
8,24,3.0,45.0,1.0,3.0,71.0
9,25,1.0,43.0,2.0,3.0,72.0
10,25,3.0,43.0,1.0,3.0,74.0
11,26,1.0,55.0,2.0,3.0,75.0
12,26,3.0,55.0,1.0,3.0,77.0
13,27,1.0,53.0,0.5,3.0,78.0
14,27,1.5,55.0,1.0,3.0,78.5
15,27,2.5,53.0,0.5,3.0,79.5
16,27,3.0,52.0,1.0,3.0,80.0
17,28,1.0,50.0,3.0,3.0,81.0
18,29,2.0,43.0,2.0,3.0,85.0
19,30,1.0,50.0,1.5,3.0,87.0
20,30,2.5,52.0,0.5,3.0,88.5
21,30,3.0,53.0,1.0,3.0,89.0
22,31,1.0,55.0,2.0,3.0,90.0
23,31,3.0,55.0,1.0,3.0,92.0
24,32,1.0,50.0,3.0,3.0,93.0
25,33,1.0,51.0,1.0,3.0,96.0
26,33,2.0,50.0,1.0,3.0,97.0
27,33,3.0,43.0,1.0,3.0,98.0
28,34,2.0,50.0,2.0,3.0,100.0
29,35,1.0,43.0,2.0,3.0,102.0
30,36,1.0,43.0,1.5,3.0,105.0
31,36,2.5,45.0,0.5,3.0,106.5
32,36,3.0,46.0,1.0,3.0,107.0
33,37,1.0,48.0,1.0,3.0,108.0
34,37,2.0,50.0,2.0,3.0,109.0
35,38,1.0,48.0,1.0,3.0,111.0
36,38,2.0,52.0,1.0,3.0,112.0
37,38,3.0,53.0,0.5,3.0,113.0
38,38,3.5,55.0,0.5,3.0,113.5
39,39,1.5,52.0,0.5,3.0,114.5
40,39,2.0,53.0,0.5,3.0,115.0
41,39,2.5,55.0,0.5,3.0,115.5
42,39,3.0,57.0,1.0,3.0,116.0
43,40,1.0,55.0,0.5,3.0,117.0
44,40,1.5,55.0,0.75,3.0,117.5
45,40,2.25,53.0,0.25,3.0,118.25
46,40,2.5,52.0,0.5,3.0,118.5
47,40,3.0,50.0,1.0,3.0,119.0
48,41,1.0,48.0,1.0,3.0,120.0
49,41,2.0,46.0,0.5,3.0,121.0
50,41,2.5,48.0,0.5,3.0,121.5
51,41,3.0,50.0,1.0,3.0,122.0
52,42,1.0,52.0,0.5,3.0,123.0
53,42,1.5,48.0,1.0,3.0,123.5
54,42,2.5,46.0,0.5,3.0,124.5
55,42,3.0,48.0,1.0,3.0,125.0
56,43,1.0,43.0,0.5,3.0,126.0
57,43,1.5,45.0,0.5,3.0,126.5
58,43,2.0,43.0,0.5,3.0,127.0
59,43,2.5,48.0,1.0,3.0,127.5
60,43,3.5,51.0,0.5,3.0,128.5
61,44,1.0,50.0,0.5,3.0,129.0
62,44,1.5,48.0,1.0,3.0,129.5
63,44,2.5,46.0,0.5,3.0,130.5
64,44,3.0,45.0,1.0,3.0,131.0
65,45,1.0,43.0,3.0,3.0,132.0
66,53,1.0,43.0,1.0,3.0,156.0
67,53,2.0,48.0,2.0,3.0,157.0
68,54,1.0,48.0,1.0,3.0,159.0
69,54,2.0,50.0,0.5,3.0,160.0
70,54,2.5,46.0,0.5,3.0,160.5
71,54,3.0,45.0,1.0,3.0,161.0
72,55,1.5,53.0,1.0,3.0,162.5
73,55,2.5,55.0,0.5,3.0,163.5
74,55,3.0,57.0,1.0,3.0,164.0
75,56,1.0,55.0,1.0,3.0,165.0
76,56,2.0,50.0,2.0,3.0,166.0
77,57,1.0,43.0,1.0,3.0,168.0
78,57,2.0,41.0,0.5,3.0,169.0
79,57,2.5,43.0,0.5,3.0,169.5
80,57,3.0,45.0,0.5,3.0,170.0
81,57,3.5,41.0,0.5,3.0,170.5
82,58,1.0,43.0,1.0,3.0,171.0
83,58,2.0,50.0,2.0,3.0,172.0
84,59,1.0,52.0,1.0,3.0,174.0
85,59,2.0,48.0,1.0,3.0,175.0
86,59,3.0,55.0,0.5,3.0,176.0
87,59,3.5,52.0,0.5,3.0,176.5
88,60,1.5,48.0,0.5,3.0,177.5
89,60,2.0,46.0,0.5,3.0,178.0
90,60,2.5,48.0,0.5,3.0,178.5
91,60,3.0,43.0,1.0,3.0,179.0
92,61,1.0,48.0,3.0,3.0,180.0
