note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,97,1.0,60.0,2.0,2.0,192.0
2,98,1.0,60.0,1.5,2.0,194.0
3,98,2.5,59.0,0.5,2.0,195.5
4,99,1.0,57.0,0.5,2.0,196.0
5,99,1.5,55.0,0.5,2.0,196.5
6,99,2.0,55.0,1.0,2.0,197.0
7,100,1.0,53.0,1.0,2.0,198.0
8,100,2.0,52.0,1.0,2.0,199.0
9,101,1.0,50.0,2.0,2.0,200.0
10,102,1.0,52.0,1.0,2.0,202.0
11,102,2.0,53.0,1.0,2.0,203.0
12,103,1.0,52.0,1.0,2.0,204.0
13,103,2.0,48.0,1.0,2.0,205.0
14,104,1.0,50.0,2.0,2.0,206.0
15,105,1.0,52.0,2.0,2.0,208.0
16,106,1.0,53.0,1.0,2.0,210.0
17,106,2.0,52.0,1.0,2.0,211.0
18,107,1.5,50.0,0.5,2.0,212.5
19,107,2.0,50.0,1.0,2.0,213.0
20,108,2.0,48.0,1.0,2.0,215.0
21,109,1.0,50.0,1.0,2.0,216.0
22,109,2.0,52.0,1.0,2.0,217.0
23,110,1.0,53.0,2.0,2.0,218.0
24,111,1.0,50.0,1.0,2.0,220.0
25,111,2.0,53.0,1.0,2.0,221.0
26,112,1.0,55.0,1.0,2.0,222.0
27,112,2.0,57.0,1.0,2.0,223.0
28,113,1.0,59.0,1.0,2.0,224.0
29,113,2.0,55.0,1.0,2.0,225.0
30,114,1.0,57.0,0.5,2.0,226.0
31,114,1.5,53.0,1.0,2.0,226.5
32,114,2.5,52.0,0.5,2.0,227.5
33,115,1.0,55.0,1.0,2.0,228.0
34,116,1.0,52.0,0.5,2.0,230.0
35,116,1.5,53.0,0.5,2.0,230.5
36,116,2.0,55.0,1.0,2.0,231.0
37,117,1.5,53.0,0.5,2.0,232.5
38,117,2.0,52.0,1.0,2.0,233.0
39,118,1.0,50.0,1.0,2.0,234.0
40,118,2.0,52.0,1.0,2.0,235.0
41,119,1.0,53.0,2.0,2.0,236.0
42,120,1.0,55.0,1.0,2.0,238.0
43,120,2.0,52.0,1.0,2.0,239.0
44,121,1.0,53.0,1.0,2.0,240.0
45,121,2.0,50.0,1.0,2.0,241.0
46,122,2.0,48.0,1.0,2.0,243.0
47,123,1.0,50.0,2.0,2.0,244.0
48,125,1.0,62.0,2.0,2.0,248.0
49,127,1.0,59.0,1.0,2.0,252.0
50,127,2.0,55.0,1.0,2.0,253.0
51,128,1.0,62.0,1.0,2.0,254.0
52,128,2.0,60.0,1.0,2.0,255.0
53,129,1.0,57.0,2.0,2.0,256.0
54,130,1.0,55.0,1.5,2.0,258.0
55,130,2.5,53.0,0.5,2.0,259.5
56,131,1.0,57.0,1.0,2.0,260.0
57,131,2.0,59.0,1.0,2.0,261.0
58,132,1.0,57.0,0.5,2.0,262.0
59,132,1.5,62.0,0.75,2.0,262.5
60,132,2.25,60.0,0.25,2.0,263.25
61,132,2.5,62.0,0.5,2.0,263.5
62,133,1.0,64.0,0.5,2.0,264.0
63,133,1.5,59.0,0.5,2.0,264.5
64,133,2.0,61.0,0.5,2.0,265.0
65,133,2.5,59.0,0.25,2.0,265.5
66,133,2.75,61.0,0.25,2.0,265.75
67,134,1.0,62.0,1.0,2.0,266.0
68,135,1.0,60.0,0.5,2.0,268.0
69,135,1.5,57.0,0.5,2.0,268.5
70,135,2.0,59.0,1.0,2.0,269.0
71,136,1.5,60.0,0.5,2.0,270.5
72,136,2.0,59.0,0.5,2.0,271.0
73,136,2.5,57.0,0.5,2.0,271.5
74,137,1.0,60.0,1.0,2.0,272.0
75,137,2.0,55.0,0.5,2.0,273.0
76,137,2.5,57.0,0.5,2.0,273.5
77,138,1.5,59.0,0.5,2.0,274.5
78,138,2.0,60.0,0.75,2.0,275.0
79,138,2.75,59.0,0.25,2.0,275.75
80,139,1.0,57.0,0.5,2.0,276.0
81,139,1.5,55.0,0.5,2.0,276.5
82,139,2.0,55.0,1.0,2.0,277.0
83,140,1.5,54.0,0.5,2.0,278.5
84,140,2.0,54.0,0.5,2.0,279.0
85,140,2.5,52.0,0.5,2.0,279.5
86,141,1.0,55.0,1.0,2.0,280.0
87,142,1.0,59.0,2.0,2.0,282.0
88,143,1.0,57.0,2.0,2.0,284.0
89,144,1.0,62.0,2.0,2.0,286.0
90,145,1.0,59.0,1.0,2.0,288.0
91,145,2.0,60.0,1.0,2.0,289.0
92,146,1.0,62.0,0.5,2.0,290.0
93,146,1.5,59.0,1.0,2.0,290.5
94,146,2.5,57.0,0.5,2.0,291.5
95,147,1.0,60.0,0.5,2.0,292.0
96,147,2.0,48.0,1.0,2.0,293.0
97,148,1.0,50.0,2.0,2.0,294.0
98,149,1.0,52.0,1.5,2.0,296.0
99,149,2.5,48.0,0.5,2.0,297.5
100,150,1.0,48.0,2.0,2.0,298.0
