note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,21.0,1.0,55.0,3.0,12.0,240.0
2,22.0,1.0,60.0,3.0,12.0,252.0
3,24.0,1.0,60.0,3.0,12.0,276.0
4,25.0,1.0,59.0,3.0,12.0,288.0
5,28.0,1.0,57.0,3.0,12.0,324.0
6,29.0,1.0,55.0,3.0,12.0,336.0
7,30.0,1.0,57.0,3.0,12.0,348.0
8,31.0,1.0,58.0,3.0,12.0,360.0
9,32.0,1.0,57.0,3.0,12.0,372.0
10,33.0,1.0,55.0,1.0,12.0,384.0
11,33.0,2.0,53.0,1.0,12.0,388.0
12,33.0,3.0,55.0,1.0,12.0,392.0
13,34.0,2.0,57.0,2.0,12.0,400.0
14,35.0,1.0,55.0,3.0,12.0,408.0
15,36.0,1.0,55.0,3.0,12.0,420.0
16,53.0,1.0,55.0,2.0,12.0,624.0
17,53.0,3.0,52.0,0.5,12.0,632.0
18,53.0,3.5,53.0,0.5,12.0,634.0
19,54.0,1.0,55.0,1.0,12.0,636.0
20,54.0,2.0,53.0,0.5,12.0,640.0
21,54.0,2.5,50.0,0.5,12.0,642.0
22,54.0,3.0,52.0,1.0,12.0,644.0
23,55.0,1.0,50.0,2.0,12.0,648.0
24,55.0,3.0,50.0,1.0,12.0,656.0
25,56.0,1.0,52.0,1.0,12.0,660.0
26,56.0,2.0,53.0,2.0,12.0,664.0
27,57.0,1.0,55.0,1.0,12.0,672.0
28,57.0,2.0,57.0,0.5,12.0,676.0
29,57.0,2.5,55.0,0.5,12.0,678.0
30,57.0,3.0,60.0,1.0,12.0,680.0
31,58.0,1.0,59.0,1.0,12.0,684.0
32,58.0,2.0,57.0,2.0,12.0,688.0
33,59.0,1.0,55.0,3.0,12.0,696.0
34,61.0,1.0,55.0,3.0,12.0,720.0
