note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,97.0,1.0,48.0,2.0,8.0,0.0
2,99.0,1.0,48.0,2.0,8.0,16.0
3,100.0,1.0,50.0,1.0,8.0,24.0
4,100.0,2.0,52.0,1.0,8.0,28.0
5,101.0,1.0,53.0,1.5,8.0,32.0
6,101.0,2.5,52.0,0.5,8.0,38.0
7,102.0,1.0,48.0,1.0,8.0,40.0
8,102.0,2.0,50.0,1.0,8.0,44.0
9,103.0,1.0,48.0,1.0,8.0,48.0
10,103.0,2.0,45.0,1.0,8.0,52.0
11,104.0,1.0,46.0,2.0,8.0,56.0
12,105.0,1.0,45.0,2.0,8.0,64.0
13,106.0,1.0,50.0,1.0,8.0,72.0
14,106.0,2.0,48.0,1.0,8.0,76.0
15,107.0,2.0,46.0,1.0,8.0,84.0
16,108.0,1.0,45.0,2.0,8.0,88.0
17,109.0,1.0,43.0,2.0,8.0,96.0
18,110.0,1.0,50.0,1.5,8.0,104.0
19,110.0,2.5,52.0,0.5,8.0,110.0
20,111.0,1.0,53.0,1.0,8.0,112.0
21,111.0,2.0,50.0,1.0,8.0,116.0
22,112.0,1.0,52.0,1.0,8.0,120.0
23,112.0,2.0,53.0,1.0,8.0,124.0
24,113.0,1.0,55.0,1.0,8.0,128.0
25,113.0,2.0,52.0,1.0,8.0,132.0
26,114.0,1.0,50.0,2.0,8.0,136.0
27,115.0,1.0,48.0,2.0,8.0,144.0
28,117.0,1.0,43.0,1.0,8.0,160.0
29,117.0,2.0,48.0,1.0,8.0,164.0
30,118.0,1.0,46.0,1.0,8.0,168.0
31,118.0,2.0,48.0,1.0,8.0,172.0
32,119.0,1.0,50.0,2.0,8.0,176.0
33,120.0,1.0,48.0,2.0,8.0,184.0
34,121.0,1.0,50.0,1.0,8.0,192.0
35,121.0,2.0,46.0,1.0,8.0,196.0
36,122.0,1.0,45.0,2.0,8.0,200.0
37,123.0,1.0,43.0,2.0,8.0,208.0
38,124.0,1.0,50.0,2.0,8.0,216.0
39,125.0,1.0,43.0,2.0,8.0,224.0
40,132.0,1.0,50.0,1.0,8.0,280.0
41,132.0,2.0,53.0,1.0,8.0,284.0
42,133.0,1.0,52.0,2.0,8.0,288.0
43,134.0,1.0,50.0,1.5,8.0,296.0
44,134.0,2.5,52.0,0.5,8.0,302.0
45,135.0,1.0,53.0,1.0,8.0,304.0
46,135.0,2.0,55.0,1.0,8.0,308.0
47,136.0,1.0,52.0,1.5,8.0,312.0
48,136.0,2.5,48.0,0.5,8.0,318.0
49,137.0,1.0,48.0,2.0,8.0,320.0
50,138.0,1.0,50.0,1.0,8.0,328.0
51,138.0,2.0,45.0,1.0,8.0,332.0
52,139.0,1.0,48.0,1.0,8.0,336.0
53,139.0,2.0,46.0,1.0,8.0,340.0
54,140.0,1.0,45.0,2.0,8.0,344.0
55,141.0,1.0,43.0,2.0,8.0,352.0
56,143.0,1.0,50.0,2.0,8.0,368.0
57,144.0,2.0,50.0,1.0,8.0,380.0
58,145.0,1.0,52.0,1.0,8.0,384.0
59,145.0,2.0,48.0,1.0,8.0,388.0
60,146.0,1.0,55.0,1.0,8.0,392.0
61,146.0,2.0,52.0,1.0,8.0,396.0
62,147.0,1.0,48.0,2.0,8.0,400.0
63,148.0,1.0,43.0,2.0,8.0,408.0
64,149.0,1.0,48.0,2.0,8.0,416.0
