note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,8,1.0,48.0,3.0,12.0,84.0
2,10,1.0,43.0,2.0,12.0,108.0
3,10,3.0,43.0,1.0,12.0,116.0
4,11,1.0,55.0,1.0,12.0,120.0
5,11,2.0,52.0,0.5,12.0,124.0
6,11,2.5,53.0,0.5,12.0,126.0
7,11,3.0,55.0,1.0,12.0,128.0
8,12,1.0,50.0,2.0,12.0,132.0
9,12,3.0,50.0,1.0,12.0,140.0
10,13,1.0,43.0,1.0,12.0,144.0
11,13,2.0,48.0,1.0,12.0,148.0
12,13,3.0,46.0,1.0,12.0,152.0
13,14,1.0,45.0,1.0,12.0,156.0
14,14,2.0,50.0,0.5,12.0,160.0
15,14,2.5,48.0,0.5,12.0,162.0
16,14,3.0,45.0,1.0,12.0,164.0
17,15,1.0,43.0,3.0,12.0,168.0
18,17,1.0,43.0,1.0,12.0,192.0
19,17,2.0,45.0,1.0,12.0,196.0
20,17,3.0,43.0,1.0,12.0,200.0
21,18,1.0,50.0,0.5,12.0,204.0
22,18,1.5,52.0,0.25,12.0,206.0
23,18,1.75,53.0,0.25,12.0,207.0
24,18,2.0,55.0,0.5,12.0,208.0
25,18,2.5,52.0,0.5,12.0,210.0
26,18,3.0,50.0,1.0,12.0,212.0
27,19,1.0,52.0,1.0,12.0,216.0
28,19,2.0,48.0,2.0,12.0,220.0
29,20,1.0,48.0,1.0,12.0,228.0
30,20,2.0,46.0,1.0,12.0,232.0
31,20,3.0,48.0,0.75,12.0,236.0
32,20,3.75,50.0,0.25,12.0,239.0
33,21,1.0,52.0,0.5,12.0,240.0
34,21,1.5,55.0,0.5,12.0,242.0
35,21,2.0,53.0,1.0,12.0,244.0
36,21,3.0,55.0,1.0,12.0,248.0
37,22,1.0,52.0,0.5,12.0,252.0
38,22,1.5,48.0,0.5,12.0,254.0
39,22,2.0,52.0,0.5,12.0,256.0
40,22,2.5,53.0,0.5,12.0,258.0
41,22,3.0,50.0,1.0,12.0,260.0
42,23,1.0,48.0,1.0,12.0,264.0
43,23,2.0,43.0,1.0,12.0,268.0
44,23,3.0,48.0,1.0,12.0,272.0
45,24,1.5,45.0,0.5,12.0,278.0
46,24,2.0,46.0,0.5,12.0,280.0
47,24,2.5,48.0,0.5,12.0,282.0
48,24,3.0,50.0,1.0,12.0,284.0
49,25,1.0,48.0,2.0,12.0,288.0
50,27,3.0,46.0,1.0,12.0,320.0
51,28,1.0,48.0,1.0,12.0,324.0
52,28,2.0,50.0,2.0,12.0,328.0
53,29,1.0,43.0,1.0,12.0,336.0
54,29,2.0,46.0,1.0,12.0,340.0
55,29,3.0,45.0,0.5,12.0,344.0
56,29,3.5,50.0,0.5,12.0,346.0
57,30,1.5,48.0,1.0,12.0,350.0
58,30,2.5,46.0,0.5,12.0,354.0
59,30,3.0,45.0,1.0,12.0,356.0
60,31,1.0,43.0,2.0,12.0,360.0
61,31,3.0,48.0,0.75,12.0,368.0
62,31,3.75,50.0,0.25,12.0,371.0
63,32,1.0,52.0,1.0,12.0,372.0
64,32,2.0,48.0,1.0,12.0,376.0
65a,32,3.0,43.0,1.0,12.0,380.0
65b,32,3.0,47.0,1.0,12.0,380.0
66,33,1.0,48.0,3.0,12.0,384.0
