note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,5,1.0,55.0,3.0,3.0,12.0
2,6,1.0,60.0,3.0,3.0,15.0
3,7,1.0,60.0,3.0,3.0,18.0
4,8,1.0,59.0,3.0,3.0,21.0
5,9,1.0,57.0,2.0,3.0,24.0
6,9,3.0,55.0,1.0,3.0,26.0
7,10,1.0,57.0,1.0,3.0,27.0
8,10,2.0,59.0,2.0,3.0,28.0
9,11,1.0,57.0,3.0,3.0,30.0
10,12,1.0,55.0,2.0,3.0,33.0
11,12,3.0,53.0,1.0,3.0,35.0
12,13,1.0,55.0,1.0,3.0,36.0
13,13,2.0,57.0,2.0,3.0,37.0
14,14,1.0,55.0,1.0,3.0,39.0
15,14,2.0,55.0,2.0,3.0,40.0
16,35,1.0,55.0,3.0,3.0,102.0
17,36,2.0,52.0,1.0,3.0,106.0
18,36,3.0,53.0,1.0,3.0,107.0
19,37,1.0,55.0,2.0,3.0,108.0
20,37,3.0,55.0,1.0,3.0,110.0
21,38,1.0,53.0,0.5,3.0,111.0
22,38,1.5,52.0,0.75,3.0,111.5
23,38,2.25,50.0,0.25,3.0,112.25
24,38,2.5,50.0,0.5,3.0,112.5
25,38,3.0,52.0,0.5,3.0,113.0
26,38,3.5,48.0,0.5,3.0,113.5
27,39,1.0,50.0,2.0,3.0,114.0
28,40,1.0,50.0,2.0,3.0,117.0
29,40,3.0,52.0,1.0,3.0,119.0
30,41,2.0,53.0,2.0,3.0,121.0
31,42,1.0,55.0,3.0,3.0,123.0
32,43,1.0,57.0,3.0,3.0,126.0
33,44,1.0,57.0,1.0,3.0,129.0
34,44,2.0,53.0,0.5,3.0,130.0
35,44,2.5,55.0,0.5,3.0,130.5
36,44,3.0,57.0,1.0,3.0,131.0
37,45,1.5,60.0,0.5,3.0,132.5
38,45,2.0,59.0,0.5,3.0,133.0
39,45,2.5,55.0,0.5,3.0,133.5
40,45,3.0,57.0,1.0,3.0,134.0
41,46,1.0,55.0,3.0,3.0,135.0
42,47,1.0,55.0,3.0,3.0,138.0
