note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,9.0,1.0,43.0,2.0,8.0,64.0
2,10.0,1.0,46.0,2.0,8.0,72.0
3,11.0,1.0,43.0,1.0,8.0,80.0
4,11.0,2.0,41.0,1.0,8.0,84.0
5,12.0,1.0,46.0,1.0,8.0,88.0
6,12.0,2.0,48.0,1.0,8.0,92.0
7,13.0,1.0,50.0,2.0,8.0,96.0
8,16.0,2.0,55.0,1.0,8.0,124.0
9,17.0,1.0,53.0,0.75,8.0,128.0
10,17.0,1.75,52.0,0.25,8.0,131.0
11,17.0,2.0,50.0,1.0,8.0,132.0
12,18.0,1.0,48.0,0.75,8.0,136.0
13,18.0,1.75,46.0,0.25,8.0,139.0
14,18.0,2.0,43.0,1.0,8.0,140.0
15,20.0,1.0,55.0,1.0,8.0,152.0
16,20.0,2.0,53.0,1.0,8.0,156.0
17,21.0,1.0,58.0,0.5,8.0,160.0
18,21.0,1.5,57.0,0.75,8.0,162.0
19,21.0,2.25,58.0,0.25,8.0,165.0
20,21.0,2.5,55.0,0.5,8.0,166.0
21,22.0,1.0,53.0,1.0,8.0,168.0
22,22.0,2.0,55.0,0.5,8.0,172.0
23,22.0,2.5,53.0,0.5,8.0,174.0
24,23.0,1.25,55.0,0.25,8.0,177.0
25,23.0,1.5,52.0,0.5,8.0,178.0
26,23.0,2.0,50.0,1.0,8.0,180.0
27,24.0,1.0,51.0,1.5,8.0,184.0
28,24.0,2.5,50.0,0.5,8.0,190.0
29,25.0,1.0,48.0,0.5,8.0,192.0
30,25.0,1.5,46.0,0.5,8.0,194.0
31,25.0,2.0,48.0,0.5,8.0,196.0
32,25.0,2.5,43.0,0.5,8.0,198.0
33,26.0,1.0,46.0,0.75,8.0,200.0
34,26.0,1.75,48.0,0.25,8.0,203.0
35,26.0,2.0,50.0,1.0,8.0,204.0
36,28.0,1.0,50.0,0.75,8.0,216.0
37,28.0,1.75,52.0,0.25,8.0,219.0
38,28.0,2.0,53.0,0.5,8.0,220.0
39,28.0,2.5,55.0,0.5,8.0,222.0
40,29.0,1.0,50.0,0.5,8.0,224.0
41,29.0,1.5,55.0,1.0,8.0,226.0
42,29.0,2.5,54.0,0.5,8.0,230.0
43,30.0,1.0,55.0,2.0,8.0,232.0
44,33.0,1.0,43.0,0.75,8.0,256.0
45,33.0,1.75,45.0,0.25,8.0,259.0
46,33.0,2.0,46.0,0.5,8.0,260.0
47,33.0,2.5,48.0,0.5,8.0,262.0
48,34.0,1.0,43.0,0.5,8.0,264.0
49,34.0,1.5,48.0,1.0,8.0,266.0
50,34.0,2.5,47.0,0.5,8.0,270.0
51,35.0,1.0,48.0,0.75,8.0,272.0
52,35.0,1.75,50.0,0.25,8.0,275.0
53,35.0,2.0,52.0,0.5,8.0,276.0
54,35.0,2.5,53.0,0.5,8.0,278.0
55,36.0,1.0,48.0,0.5,8.0,280.0
56,36.0,1.5,53.0,1.0,8.0,282.0
57,36.0,2.5,52.0,0.5,8.0,286.0
58,37.0,1.0,53.0,0.75,8.0,288.0
59,37.0,1.75,55.0,0.25,8.0,291.0
60,37.0,2.0,57.0,0.5,8.0,292.0
61,37.0,2.5,58.0,0.5,8.0,294.0
62,38.0,1.0,53.0,0.5,8.0,296.0
63,38.0,1.5,58.0,1.0,8.0,298.0
64,38.0,2.5,57.0,0.5,8.0,302.0
65,39.0,1.0,58.0,0.5,8.0,304.0
66,39.0,1.5,55.0,1.0,8.0,306.0
67,39.0,2.5,53.0,0.5,8.0,310.0
68,40.0,1.0,55.0,1.0,8.0,312.0
69,40.0,2.0,53.0,1.0,8.0,316.0
70,41.0,1.0,55.0,1.0,8.0,320.0
71,41.0,2.0,53.0,1.0,8.0,324.0
72,42.0,1.0,55.0,1.0,8.0,328.0
73,42.0,2.0,53.0,1.0,8.0,332.0
74,43.0,1.0,55.0,1.0,8.0,336.0
75,43.0,2.0,53.0,1.0,8.0,340.0
76,44.0,1.0,55.0,1.0,8.0,344.0
77,44.0,2.0,53.0,1.0,8.0,348.0
78,45.0,1.0,55.0,0.5,8.0,352.0
79,45.0,1.5,52.0,0.5,8.0,354.0
80,45.0,2.0,50.0,1.0,8.0,356.0
81,46.0,1.0,43.0,1.5,8.0,360.0
82,46.0,2.5,48.0,0.5,8.0,366.0
83,47.0,1.5,43.0,0.5,8.0,370.0
84,47.0,2.0,48.0,0.5,8.0,372.0
85,47.0,2.5,46.0,0.5,8.0,374.0
86,48.0,1.0,43.0,0.25,8.0,376.0
87,48.0,1.25,45.0,0.25,8.0,377.0
88,48.0,1.5,46.0,0.25,8.0,378.0
89,48.0,1.75,48.0,0.25,8.0,379.0
90,48.0,2.0,50.0,1.0,8.0,380.0
91,49.0,1.0,43.0,1.0,8.0,384.0
92,57.0,1.0,50.0,1.5,8.0,448.0
93,57.0,2.5,52.0,0.5,8.0,454.0
94,58.0,1.0,53.0,1.0,8.0,456.0
95,58.0,2.0,55.0,0.75,8.0,460.0
96,58.0,2.75,53.0,0.25,8.0,463.0
97,59.0,1.0,50.0,1.0,8.0,464.0
98,59.0,2.0,48.0,0.5,8.0,468.0
99,59.0,2.5,46.0,0.5,8.0,470.0
100,60.0,1.0,48.0,0.5,8.0,472.0
101,60.0,1.5,51.0,0.5,8.0,474.0
102,60.0,2.0,50.0,1.0,8.0,476.0
103,61.0,1.0,48.0,2.0,8.0,480.0
104,62.0,2.5,43.0,0.5,8.0,494.0
105,63.0,1.0,43.0,0.5,8.0,496.0
106,63.0,1.5,43.0,0.5,8.0,498.0
107,63.0,2.0,46.0,0.75,8.0,500.0
108,63.0,2.75,48.0,0.25,8.0,503.0
109,64.0,1.0,50.0,2.0,8.0,504.0
110,66.0,1.5,50.0,1.0,8.0,522.0
111,66.0,2.5,48.0,0.5,8.0,526.0
112,67.0,1.0,50.0,0.5,8.0,528.0
113,67.0,1.5,46.0,0.5,8.0,530.0
114,67.0,2.0,45.0,1.0,8.0,532.0
115,69.0,2.0,43.0,1.0,8.0,548.0
116,70.0,1.0,50.0,1.0,8.0,552.0
117,70.0,2.5,43.0,0.5,8.0,558.0
118,71.0,1.0,50.0,1.0,8.0,560.0
119,71.0,2.5,43.0,0.5,8.0,566.0
120,72.0,1.0,50.0,0.5,8.0,568.0
121,72.0,1.5,43.0,0.5,8.0,570.0
122,72.0,2.0,50.0,1.0,8.0,572.0
123,73.0,1.0,43.0,2.0,8.0,576.0
