note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,1,1.0,67.0,3.0,3.0,0.0
2,2,1.0,64.0,1.0,3.0,3.0
3,2,2.0,65.0,1.5,3.0,4.0
4,2,3.5,64.0,0.5,3.0,5.5
5,3,1.0,64.0,1.0,3.0,6.0
6,3,2.0,69.0,1.5,3.0,7.0
7,3,3.5,67.0,0.5,3.0,8.5
8,4,1.0,67.0,1.5,3.0,9.0
9,4,2.5,66.0,0.5,3.0,10.5
10,4,3.0,66.0,0.5,3.0,11.0
11,4,3.5,64.0,0.5,3.0,11.5
12,5,1.0,67.0,1.0,3.0,12.0
13,5,2.0,62.0,1.0,3.0,13.0
14,5,3.0,67.0,1.0,3.0,14.0
15,6,1.0,64.0,0.5,3.0,15.0
16,6,1.5,65.0,0.5,3.0,15.5
17,6,2.0,64.0,0.5,3.0,16.0
18,6,2.5,69.0,1.0,3.0,16.5
19,6,3.5,67.0,0.5,3.0,17.5
20,7,1.0,64.0,0.75,3.0,18.0
21,7,1.75,65.0,0.25,3.0,18.75
22,7,2.0,67.0,1.0,3.0,19.0
23,8,1.0,62.0,1.0,3.0,21.0
24,8,2.5,62.0,1.0,3.0,22.5
25,8,3.5,64.0,0.5,3.0,23.5
26,9,1.0,65.0,0.5,3.0,24.0
27,9,1.5,64.0,0.5,3.0,24.5
28,9,2.0,62.0,1.0,3.0,25.0
29,9,3.0,60.0,1.0,3.0,26.0
30,10,1.0,62.0,2.0,3.0,27.0
31,10,3.0,67.0,1.0,3.0,29.0
32,11,1.0,69.0,0.5,3.0,30.0
33,11,1.5,65.0,1.0,3.0,30.5
34,11,2.5,62.0,0.5,3.0,31.5
35,11,3.0,64.0,1.0,3.0,32.0
36,12,1.5,62.0,0.5,3.0,33.5
37,12,2.0,64.0,0.75,3.0,34.0
38,12,2.75,65.0,0.25,3.0,34.75
39,12,3.0,62.0,1.0,3.0,35.0
40,13,1.5,62.0,0.5,3.0,36.5
41,13,2.0,60.0,0.5,3.0,37.0
42,13,2.5,64.0,0.5,3.0,37.5
43,13,3.0,65.0,0.25,3.0,38.0
44,13,3.25,64.0,0.375,3.0,38.25
45,13,3.625,62.0,0.125,3.0,38.625
46,13,3.75,60.0,0.25,3.0,38.75
47,14,1.0,59.0,1.0,3.0,39.0
48,15,1.0,57.0,1.0,3.0,42.0
49,15,2.0,55.0,0.5,3.0,43.0
50,15,2.5,60.0,1.0,3.0,43.5
51,15,3.5,59.0,0.5,3.0,44.5
52,16,1.0,60.0,1.0,3.0,45.0
53,16,2.0,62.0,0.5,3.0,46.0
54,16,2.5,59.0,0.5,3.0,46.5
55,16,3.0,57.0,1.0,3.0,47.0
56,17,1.0,55.0,1.0,3.0,48.0
57,17,2.5,67.0,0.5,3.0,49.5
58,17,3.0,64.0,0.5,3.0,50.0
59,17,3.5,65.0,0.5,3.0,50.5
60,18,1.0,67.0,1.0,3.0,51.0
61,18,2.0,64.0,1.0,3.0,52.0
62,18,3.0,65.0,0.5,3.0,53.0
63,18,3.5,62.0,0.5,3.0,53.5
64,19,1.5,69.0,0.75,3.0,54.5
65,19,2.25,67.0,0.25,3.0,55.25
66,19,2.5,67.0,1.0,3.0,55.5
67,19,3.5,66.0,0.5,3.0,56.5
68,20,1.0,67.0,2.0,3.0,57.0
69,21,1.0,60.0,1.0,3.0,60.0
70,21,2.0,62.0,0.5,3.0,61.0
71,21,2.5,65.0,1.0,3.0,61.5
72,21,3.5,67.0,0.5,3.0,62.5
73,22,1.0,64.0,1.0,3.0,63.0
74,22,2.0,62.0,1.0,3.0,64.0
75,22,3.0,67.0,1.0,3.0,65.0
76,23,1.0,65.0,0.5,3.0,66.0
77,23,1.5,64.0,1.0,3.0,66.5
78,23,2.5,64.0,0.5,3.0,67.5
79,23,3.0,65.0,0.5,3.0,68.0
80,23,3.5,62.0,0.5,3.0,68.5
81,24,1.0,64.0,0.5,3.0,69.0
82,24,1.5,60.0,1.0,3.0,69.5
83,24,2.5,55.0,0.5,3.0,70.5
84,24,3.0,57.0,0.75,3.0,71.0
85,24,3.75,59.0,0.25,3.0,71.75
86,25,1.0,60.0,1.0,3.0,72.0
87,25,2.5,59.0,0.5,3.0,73.5
88,25,3.0,57.0,0.5,3.0,74.0
89,25,3.5,60.0,0.5,3.0,74.5
90,26,1.5,62.0,0.5,3.0,75.5
91,26,2.0,64.0,1.0,3.0,76.0
92,26,3.0,60.0,0.5,3.0,77.0
93,26,3.5,65.0,0.5,3.0,77.5
94,27,1.25,64.0,0.25,3.0,78.25
95,27,1.5,65.0,0.5,3.0,78.5
96,27,2.0,67.0,0.5,3.0,79.0
97,27,2.5,62.0,0.5,3.0,79.5
98,27,3.0,64.0,0.75,3.0,80.0
99,27,3.75,62.0,0.25,3.0,80.75
100,28,1.0,65.0,1.0,3.0,81.0
101,28,3.0,65.0,1.0,3.0,83.0
102,29,1.5,64.0,1.0,3.0,84.5
103,29,2.5,60.0,0.5,3.0,85.5
104,29,3.0,62.0,1.0,3.0,86.0
105,30,1.0,64.0,1.0,3.0,87.0
106,30,2.0,60.0,0.5,3.0,88.0
107,30,2.5,62.0,1.0,3.0,88.5
108,30,3.5,64.0,0.5,3.0,89.5
109,31,1.0,60.0,1.0,3.0,90.0
110,31,2.0,65.0,0.75,3.0,91.0
111,31,2.75,64.0,0.25,3.0,91.75
112,31,3.0,62.0,0.5,3.0,92.0
113,31,3.5,60.0,0.5,3.0,92.5
114,32,1.0,57.0,1.0,3.0,93.0
115,32,2.0,55.0,0.5,3.0,94.0
116,32,2.5,60.0,0.5,3.0,94.5
117,32,3.0,62.0,0.5,3.0,95.0
118,32,3.5,65.0,0.5,3.0,95.5
119,33,1.0,64.0,0.5,3.0,96.0
120,33,1.5,62.0,0.75,3.0,96.5
121,33,2.25,60.0,0.25,3.0,97.25
122,33,2.5,60.0,1.0,3.0,97.5
123,33,3.5,59.0,0.5,3.0,98.5
124,34,1.0,60.0,2.0,3.0,99.0
125,35,1.0,59.0,1.5,3.0,102.0
126,35,2.5,60.0,0.5,3.0,103.5
127,35,3.0,62.0,1.0,3.0,104.0
128,36,1.0,60.0,0.5,3.0,105.0
129,36,1.5,64.0,1.0,3.0,105.5
130,36,2.5,65.0,0.5,3.0,106.5
131,36,3.0,62.0,1.0,3.0,107.0
132,37,1.0,64.0,0.75,3.0,108.0
133,37,1.75,65.0,0.25,3.0,108.75
134,37,2.0,67.0,1.0,3.0,109.0
135,37,3.0,60.0,1.0,3.0,110.0
136,38,3.0,60.0,1.0,3.0,113.0
137,39,1.0,59.0,1.0,3.0,114.0
138,39,2.0,55.0,1.0,3.0,115.0
139,39,3.0,62.0,1.0,3.0,116.0
140,40,2.0,62.0,1.0,3.0,118.0
141,40,3.0,60.0,1.0,3.0,119.0
142,41,1.0,64.0,1.0,3.0,120.0
143,41,2.0,62.0,1.0,3.0,121.0
144,41,3.5,65.0,0.5,3.0,122.5
145,42,1.0,64.0,0.5,3.0,123.0
146,42,1.5,67.0,1.0,3.0,123.5
147,42,2.5,65.0,0.5,3.0,124.5
148,42,3.0,62.0,1.0,3.0,125.0
149,43,1.0,60.0,1.5,3.0,126.0
150,43,2.5,62.0,0.5,3.0,127.5
151,43,3.0,64.0,1.0,3.0,128.0
152,44,1.0,62.0,0.5,3.0,129.0
153,44,1.5,69.0,1.0,3.0,129.5
154,44,2.5,67.0,0.5,3.0,130.5
155,44,3.0,65.0,0.5,3.0,131.0
156,44,3.5,64.0,0.25,3.0,131.5
157,44,3.75,62.0,0.25,3.0,131.75
158,45,1.0,60.0,0.5,3.0,132.0
159,45,1.5,64.0,0.75,3.0,132.5
160,45,2.25,62.0,0.25,3.0,133.25
161,45,2.5,67.0,1.0,3.0,133.5
162,45,3.5,65.0,0.5,3.0,134.5
163,46,1.0,67.0,0.5,3.0,135.0
164,46,1.5,64.0,0.75,3.0,135.5
165,46,2.25,60.0,0.25,3.0,136.25
166,46,2.5,60.0,0.5,3.0,136.5
167,46,3.0,62.0,0.5,3.0,137.0
168,46,3.5,59.0,0.5,3.0,137.5
169,47,1.0,60.0,3.0,3.0,138.0
