note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,3.0,2.0,58.0,1.0,8.0,20.0
2,4.0,1.0,60.0,1.0,8.0,24.0
3,4.0,2.0,60.0,1.0,8.0,28.0
4,5.0,1.0,62.0,1.5,8.0,32.0
5,5.0,2.5,60.0,0.5,8.0,38.0
6,6.0,1.0,58.0,1.0,8.0,40.0
7,6.0,2.0,57.0,1.0,8.0,44.0
8,7.0,1.0,55.0,2.0,8.0,48.0
9,10.0,2.0,58.0,1.0,8.0,76.0
10,11.0,1.0,60.0,1.0,8.0,80.0
11,11.0,2.0,60.0,1.0,8.0,84.0
12,12.0,1.0,62.0,1.5,8.0,88.0
13,12.0,2.5,60.0,0.5,8.0,94.0
14,13.0,1.0,58.0,1.0,8.0,96.0
15,13.0,2.0,57.0,1.0,8.0,100.0
16,14.0,1.0,55.0,2.0,8.0,104.0
17,15.0,1.0,58.0,1.0,8.0,112.0
18,15.0,2.0,60.0,1.0,8.0,116.0
19,16.0,1.0,62.0,2.0,8.0,120.0
20,17.0,1.0,62.0,2.0,8.0,128.0
21,18.0,1.0,58.0,1.0,12.0,136.0
22,18.0,2.0,58.0,1.0,12.0,140.0
23,18.0,3.0,58.0,1.0,12.0,144.0
24,19.0,1.0,58.0,2.0,12.0,148.0
25,19.0,3.0,58.0,1.0,12.0,156.0
26,20.0,1.0,58.0,2.0,12.0,160.0
27,20.0,3.0,60.0,1.0,12.0,168.0
28,21.0,1.0,57.0,2.0,12.0,172.0
29,22.0,1.0,62.0,1.0,12.0,184.0
30,22.0,2.0,62.0,1.0,12.0,188.0
31,22.0,3.0,62.0,1.0,12.0,192.0
32,23.0,1.0,58.0,2.0,12.0,196.0
33,23.0,3.0,60.0,1.0,12.0,204.0
34,24.0,1.0,62.0,1.0,12.0,208.0
35,24.0,2.0,55.0,1.0,12.0,212.0
36,24.0,3.0,57.0,1.0,12.0,216.0
37,25.0,1.0,55.0,2.0,12.0,220.0
38,26.0,1.0,57.0,3.0,12.0,232.0
39,27.0,1.0,55.0,3.0,12.0,244.0
40,28.0,1.0,60.0,3.0,12.0,256.0
41,29.0,1.0,60.0,3.0,12.0,268.0
42,30.0,1.0,62.0,1.0,12.0,280.0
43,30.0,2.0,62.0,1.0,12.0,284.0
44,30.0,3.0,58.0,1.0,12.0,288.0
45,31.0,1.0,60.0,2.0,12.0,292.0
46,31.0,3.0,62.0,1.0,12.0,300.0
47,32.0,1.0,60.0,1.0,12.0,304.0
48,32.0,2.0,62.0,1.0,12.0,308.0
49,32.0,3.0,58.0,1.0,12.0,312.0
50,33.0,1.0,57.0,2.0,12.0,316.0
51,33.0,3.0,62.0,1.0,12.0,324.0
52,34.0,1.0,60.0,2.0,12.0,328.0
53,34.0,3.0,57.0,1.0,12.0,336.0
54,35.0,1.0,58.0,2.0,12.0,340.0
55,35.0,3.0,60.0,1.0,12.0,348.0
56,36.0,1.0,58.0,1.0,12.0,352.0
57,36.0,2.0,60.0,1.0,12.0,356.0
58,36.0,3.0,57.0,1.0,12.0,360.0
59,37.0,1.0,55.0,2.0,12.0,364.0
60,38.0,1.0,53.0,3.0,12.0,376.0
61,39.0,1.0,58.0,3.0,12.0,388.0
62,40.0,1.0,57.0,3.0,12.0,400.0
63,41.0,1.0,55.0,3.0,12.0,412.0
