note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,21,1.0,55.0,3.0,3.0,60.0
2,22,1.0,60.0,3.0,3.0,63.0
3,24,1.0,60.0,3.0,3.0,69.0
4,25,1.0,59.0,3.0,3.0,72.0
5,28,1.0,57.0,3.0,3.0,81.0
6,29,1.0,55.0,3.0,3.0,84.0
7,30,1.0,57.0,3.0,3.0,87.0
8,31,1.0,58.0,3.0,3.0,90.0
9,32,1.0,57.0,3.0,3.0,93.0
10,33,1.0,55.0,1.0,3.0,96.0
11,33,2.0,53.0,1.0,3.0,97.0
12,33,3.0,55.0,1.0,3.0,98.0
13,34,2.0,57.0,2.0,3.0,100.0
14,35,1.0,55.0,3.0,3.0,102.0
15,36,1.0,55.0,3.0,3.0,105.0
16,53,1.0,55.0,2.0,3.0,156.0
17,53,3.0,52.0,0.5,3.0,158.0
18,53,3.5,53.0,0.5,3.0,158.5
19,54,1.0,55.0,1.0,3.0,159.0
20,54,2.0,53.0,0.5,3.0,160.0
21,54,2.5,50.0,0.5,3.0,160.5
22,54,3.0,52.0,1.0,3.0,161.0
23,55,1.0,50.0,2.0,3.0,162.0
24,55,3.0,50.0,1.0,3.0,164.0
25,56,1.0,52.0,1.0,3.0,165.0
26,56,2.0,53.0,2.0,3.0,166.0
27,57,1.0,55.0,1.0,3.0,168.0
28,57,2.0,57.0,0.5,3.0,169.0
29,57,2.5,55.0,0.5,3.0,169.5
30,57,3.0,60.0,1.0,3.0,170.0
31,58,1.0,59.0,1.0,3.0,171.0
32,58,2.0,57.0,2.0,3.0,172.0
33,59,1.0,55.0,3.0,3.0,174.0
34,61,1.0,55.0,3.0,3.0,180.0
