note_number,measure_number,beat_pos,midi_pitch,duration,time_signature,onsets
1,97,1.0,55.0,2.0,2.0,192.0
2,98,1.0,55.0,2.0,2.0,194.0
3,99,1.0,60.0,4/3,2.0,196.0
4,99,2.3333333333333335,59.0,2/3,2.0,197.33333333333334
5,100,1.0,57.0,1.0,2.0,198.0
6,100,2.0,55.0,1.0,2.0,199.0
7,101,1.0,57.0,2.0,2.0,200.0
8,102,1.0,55.0,1.0,2.0,202.0
9,102,2.0,53.0,1.0,2.0,203.0
10,103,1.0,55.0,1.0,2.0,204.0
11,103,2.0,57.0,1.0,2.0,205.0
12,104,1.5,55.0,0.5,2.0,206.5
13,104,2.0,55.0,0.5,2.0,207.0
14,104,2.5,53.0,0.5,2.0,207.5
15,105,1.0,57.0,2.0,2.0,208.0
16,107,1.0,55.0,2.0,2.0,212.0
17,108,1.0,53.0,2.0,2.0,214.0
18,109,1.0,55.0,2.0,2.0,216.0
19,110,1.0,57.0,2.0,2.0,218.0
20,111,1.0,57.0,1.5,2.0,220.0
21,111,2.5,59.0,0.5,2.0,221.5
22,112,1.0,60.0,1.0,2.0,222.0
23,112,2.0,62.0,1.0,2.0,223.0
24,113,1.5,60.0,0.5,2.0,224.5
25,113,2.0,60.0,1.0,2.0,225.0
26,114,2.0,59.0,1.0,2.0,227.0
27,115,1.0,60.0,2.0,2.0,228.0
28,119,1.0,57.0,1.0,2.0,236.0
29,119,2.0,59.0,1.0,2.0,237.0
30,120,1.0,60.0,1.0,2.0,238.0
31,120,2.0,57.0,1.0,2.0,239.0
32,121,1.0,57.0,1.0,2.0,240.0
33,121,2.0,55.0,1.0,2.0,241.0
34,122,1.0,53.0,2.0,2.0,242.0
35,123,1.0,55.0,1.0,2.0,244.0
36,123,2.0,55.0,1.0,2.0,245.0
37,124,2.0,54.0,1.0,2.0,247.0
38,125,1.0,55.0,2.0,2.0,248.0
39,127,1.0,55.0,2.0,2.0,252.0
40,128,1.0,55.0,1.0,2.0,254.0
41,128,2.0,57.0,1.0,2.0,255.0
42,129,1.5,55.0,0.5,2.0,256.5
43,129,2.0,53.0,1.0,2.0,257.0
44,130,1.0,52.0,2.0,2.0,258.0
45,131,1.0,50.0,2.0,2.0,260.0
46,132,1.0,53.0,2.0,2.0,262.0
47,133,1.0,55.0,2.0,2.0,264.0
48,134,1.0,57.0,2.0,2.0,266.0
49,135,1.0,57.0,1.0,2.0,268.0
50,135,2.0,55.0,1.0,2.0,269.0
51,136,2.0,55.0,1.0,2.0,271.0
52,137,1.0,55.0,1.5,2.0,272.0
53,137,2.5,52.0,0.5,2.0,273.5
54,138,1.0,53.0,1.0,2.0,274.0
55,138,2.0,52.0,1.0,2.0,275.0
56,139,1.5,50.0,0.5,2.0,276.5
57,139,2.0,50.0,1.0,2.0,277.0
58,140,2.0,48.0,1.0,2.0,279.0
59,141,1.0,50.0,2.0,2.0,280.0
60,143,1.0,53.0,2.0,2.0,284.0
61,144,1.0,53.0,2.0,2.0,286.0
62,145,1.0,55.0,2.0,2.0,288.0
63,147,1.0,55.0,2.0,2.0,292.0
64,149,1.0,55.0,2.0,2.0,296.0
