note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,1.0,1.0,55.0,1.5,12.0,0.0
2,1.0,2.5,57.0,0.5,12.0,6.0
3,1.0,3.0,59.0,1.0,12.0,8.0
4,2.0,1.0,60.0,1.0,12.0,12.0
5,2.0,2.0,62.0,1.5,12.0,16.0
6,2.0,3.5,60.0,0.5,12.0,22.0
7,3.0,1.0,60.0,2.0,12.0,24.0
8,3.0,3.0,60.0,1.0,12.0,32.0
9,4.0,1.0,59.0,1.0,12.0,36.0
10,4.0,2.0,57.0,2.0,12.0,40.0
11,5.0,1.0,55.0,2.0,12.0,48.0
12,5.0,3.0,57.0,1.0,12.0,56.0
13,6.0,1.0,55.0,0.5,12.0,60.0
14,6.0,1.5,53.0,0.5,12.0,62.0
15,6.0,2.0,55.0,0.5,12.0,64.0
16,6.0,2.5,52.0,0.5,12.0,66.0
17,6.0,3.0,50.0,1.0,12.0,68.0
18,7.0,1.0,48.0,3.0,12.0,72.0
19,8.0,2.0,55.0,1.0,12.0,88.0
20,8.0,3.0,52.0,1.0,12.0,92.0
21,9.0,1.0,53.0,0.5,12.0,96.0
22,9.0,1.5,55.0,1.0,12.0,98.0
23,9.0,2.5,57.0,0.5,12.0,102.0
24,9.0,3.0,52.0,0.5,12.0,104.0
25,9.0,3.5,53.0,0.5,12.0,106.0
26,10.0,1.0,55.0,1.5,12.0,108.0
27,10.0,2.5,53.0,0.5,12.0,114.0
28,10.0,3.0,50.0,1.0,12.0,116.0
29,11.0,1.0,48.0,3.0,12.0,120.0
30,13.0,1.0,50.0,1.0,12.0,144.0
31,13.0,2.0,52.0,1.0,12.0,148.0
32,13.0,3.0,50.0,1.0,12.0,152.0
33,14.0,1.0,48.0,0.5,12.0,156.0
34,14.0,1.5,52.0,0.5,12.0,158.0
35,14.0,2.0,50.0,0.5,12.0,160.0
36,14.0,2.5,52.0,0.5,12.0,162.0
37,14.0,3.0,54.0,0.75,12.0,164.0
38,14.0,3.75,52.0,0.25,12.0,167.0
39,15.0,1.0,55.0,3.0,12.0,168.0
40,16.0,1.0,50.0,3.0,12.0,180.0
41,17.0,1.0,50.0,1.0,12.0,192.0
42,17.0,2.0,48.0,1.0,12.0,196.0
43,17.0,3.0,50.0,1.0,12.0,200.0
44,18.0,1.5,57.0,0.5,12.0,206.0
45,18.0,2.0,59.0,0.5,12.0,208.0
46,18.0,2.5,60.0,0.5,12.0,210.0
47,18.0,3.0,62.0,1.0,12.0,212.0
48,19.0,1.0,59.0,1.0,12.0,216.0
49,19.0,2.0,60.0,2.0,12.0,220.0
50,20.0,3.0,55.0,1.0,12.0,236.0
51,21.0,1.0,48.0,0.5,12.0,240.0
52,21.0,1.5,52.0,0.5,12.0,242.0
53,21.0,2.0,50.0,1.0,12.0,244.0
54,21.0,3.0,48.0,1.0,12.0,248.0
55,22.0,1.5,60.0,1.0,12.0,254.0
56,22.0,2.5,57.0,0.5,12.0,258.0
57,22.0,3.0,59.0,0.75,12.0,260.0
58,22.0,3.75,57.0,0.25,12.0,263.0
59,23.0,1.0,60.0,1.0,12.0,264.0
60,23.0,2.0,59.0,0.5,12.0,268.0
61,23.0,2.5,62.0,0.5,12.0,270.0
62,23.0,3.0,60.0,0.5,12.0,272.0
63,23.0,3.5,64.0,0.5,12.0,274.0
64,24.0,1.5,60.0,0.5,12.0,278.0
65,24.0,2.0,62.0,0.5,12.0,280.0
66,24.0,2.5,60.0,0.5,12.0,282.0
67,24.0,3.0,59.0,0.25,12.0,284.0
68,24.0,3.25,59.0,0.5,12.0,285.0
69,24.0,3.75,57.0,0.25,12.0,287.0
70,25.0,1.0,60.0,1.0,12.0,288.0
71,25.0,3.0,57.0,1.0,12.0,296.0
72,26.0,1.0,59.0,0.5,12.0,300.0
73,26.0,1.5,60.0,0.5,12.0,302.0
74,26.0,2.0,62.0,0.5,12.0,304.0
75,26.0,2.5,57.0,1.0,12.0,306.0
76,26.0,3.5,55.0,0.5,12.0,310.0
77,27.0,1.0,57.0,2.0,12.0,312.0
78,27.0,3.0,62.0,1.0,12.0,320.0
79,28.0,1.0,60.0,0.5,12.0,324.0
80,28.0,1.5,59.0,0.5,12.0,326.0
81,28.0,2.0,57.0,1.0,12.0,328.0
82,28.0,3.0,62.0,1.0,12.0,332.0
83,29.0,1.5,50.0,1.5,12.0,338.0
84,29.0,3.0,52.0,0.5,12.0,344.0
85,29.0,3.5,53.0,0.5,12.0,346.0
86,30.0,1.0,50.0,0.5,12.0,348.0
87,30.0,1.5,52.0,1.0,12.0,350.0
88,30.0,2.5,50.0,0.5,12.0,354.0
89,30.0,3.0,52.0,0.5,12.0,356.0
90,30.0,3.5,48.0,0.5,12.0,358.0
91,31.0,1.0,50.0,2.0,12.0,360.0
92,31.0,3.0,52.0,1.0,12.0,368.0
93,32.0,1.0,48.0,1.0,12.0,372.0
94,32.0,2.0,52.0,1.0,12.0,376.0
95,32.0,3.0,50.0,1.0,12.0,380.0
96,33.0,1.0,48.0,3.0,12.0,384.0
