note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,113.0,1.0,60.0,2.0,12.0,0.0
2,113.0,3.0,60.0,1.0,12.0,8.0
3,114.0,1.5,59.0,0.5,12.0,14.0
4,114.0,2.0,57.0,0.5,12.0,16.0
5,114.0,2.5,55.0,0.5,12.0,18.0
6,114.0,3.0,55.0,1.0,12.0,20.0
7,115.0,1.0,53.0,1.0,12.0,24.0
8,115.0,2.0,52.0,1.0,12.0,28.0
9,115.0,3.0,50.0,1.0,12.0,32.0
10,116.0,1.0,52.0,0.5,12.0,36.0
11,116.0,1.5,48.0,1.0,12.0,38.0
12,116.0,2.5,60.0,0.5,12.0,42.0
13,116.0,3.0,57.0,0.5,12.0,44.0
14,116.0,3.5,59.0,0.5,12.0,46.0
15,117.0,1.0,60.0,0.5,12.0,48.0
16,117.0,2.0,48.0,1.0,12.0,52.0
17,117.0,3.0,50.0,1.0,12.0,56.0
18,118.0,1.0,52.0,2.0,12.0,60.0
19,118.0,3.0,50.0,0.5,12.0,68.0
20,118.0,3.5,53.0,0.5,12.0,70.0
21,119.0,1.0,52.0,1.0,12.0,72.0
22,119.0,2.0,50.0,0.5,12.0,76.0
23,119.0,2.5,50.0,1.0,12.0,78.0
24,119.0,3.5,48.0,0.5,12.0,82.0
25,120.0,1.0,50.0,1.0,12.0,84.0
26,120.0,3.0,62.0,1.0,12.0,92.0
27,121.0,1.0,60.0,0.75,12.0,96.0
28,121.0,1.75,59.0,0.25,12.0,99.0
29,121.0,2.0,57.0,0.5,12.0,100.0
30,121.0,2.5,55.0,0.5,12.0,102.0
31,121.0,3.5,53.0,0.5,12.0,106.0
32,122.0,1.0,55.0,0.5,12.0,108.0
33,122.0,1.5,57.0,0.5,12.0,110.0
34,122.0,2.0,50.0,1.5,12.0,112.0
35,122.0,3.5,55.0,0.5,12.0,118.0
36,123.0,2.0,57.0,1.0,12.0,124.0
37,123.0,3.0,53.0,1.0,12.0,128.0
38,124.0,1.0,55.0,3.0,12.0,132.0
39,126.0,1.0,48.0,1.0,12.0,156.0
40,126.0,2.0,50.0,0.5,12.0,160.0
41,126.0,2.5,48.0,0.5,12.0,162.0
42,126.0,3.0,52.0,0.5,12.0,164.0
43,126.0,3.5,53.0,0.5,12.0,166.0
44,127.0,1.0,55.0,1.0,12.0,168.0
45,127.0,2.0,53.0,0.5,12.0,172.0
46,127.0,2.5,52.0,0.75,12.0,174.0
47,127.0,3.25,50.0,0.25,12.0,177.0
48,127.0,3.5,48.0,0.5,12.0,178.0
