note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,1.0,1.0,55.0,1.5,12.0,0.0
2,1.0,2.5,57.0,0.5,12.0,6.0
3,1.0,3.0,59.0,1.0,12.0,8.0
4,2.0,1.0,60.0,1.0,12.0,12.0
5,2.0,2.0,62.0,1.5,12.0,16.0
6,2.0,3.5,60.0,0.5,12.0,22.0
7,3.0,1.0,60.0,2.0,12.0,24.0
8,3.0,3.0,57.0,1.0,12.0,32.0
9,4.0,1.0,59.0,1.0,12.0,36.0
10,4.0,2.0,60.0,1.5,12.0,40.0
11,4.0,3.5,59.0,0.5,12.0,46.0
12,5.0,1.0,55.0,2.0,12.0,48.0
13,5.0,3.0,55.0,0.5,12.0,56.0
14,5.0,3.5,52.0,0.5,12.0,58.0
15,6.0,1.0,54.0,1.0,12.0,60.0
16,6.0,2.0,55.0,2.0,12.0,64.0
17,7.0,1.0,59.0,1.0,12.0,72.0
18,7.0,2.0,60.0,0.5,12.0,76.0
19,7.0,2.5,57.0,0.5,12.0,78.0
20,7.0,3.0,55.0,0.5,12.0,80.0
21,7.0,3.5,60.0,0.5,12.0,82.0
22,8.0,1.5,62.0,0.5,12.0,86.0
23,8.0,2.0,59.0,0.5,12.0,88.0
24,8.0,2.5,55.0,0.5,12.0,90.0
25,8.0,3.0,57.0,1.0,12.0,92.0
26,9.0,1.0,59.0,0.5,12.0,96.0
27,9.0,1.5,60.0,1.0,12.0,98.0
28,9.0,2.5,59.0,0.5,12.0,102.0
29,9.0,3.0,57.0,1.0,12.0,104.0
30,10.0,1.0,55.0,2.0,12.0,108.0
31,11.0,1.0,60.0,1.0,12.0,120.0
32,11.0,2.0,59.0,0.5,12.0,124.0
33,11.0,2.5,57.0,1.0,12.0,126.0
34,11.0,3.5,55.0,0.5,12.0,130.0
35,12.0,1.0,57.0,1.0,12.0,132.0
36,12.0,2.0,52.0,0.5,12.0,136.0
37,12.0,2.5,55.0,0.5,12.0,138.0
38,12.0,3.0,53.0,1.0,12.0,140.0
39,13.0,1.0,52.0,1.0,12.0,144.0
40,13.0,2.0,57.0,1.0,12.0,148.0
41,13.0,3.0,55.0,0.75,12.0,152.0
42,13.0,3.75,52.0,0.25,12.0,155.0
43,14.0,1.0,53.0,0.5,12.0,156.0
44,14.0,1.5,55.0,0.5,12.0,158.0
45,14.0,2.0,48.0,1.0,12.0,160.0
46,14.0,3.0,50.0,1.0,12.0,164.0
47,15.0,1.0,48.0,0.5,12.0,168.0
48,15.0,1.5,53.0,1.0,12.0,170.0
49,15.0,2.5,52.0,0.5,12.0,174.0
50,15.0,3.0,50.0,1.0,12.0,176.0
51,16.0,1.0,48.0,2.0,12.0,180.0
